,_Rk,_Player,_Nation,_Pos,_Squad,_Age,_Born,_90s,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,_Ast,_xAG,Expected_xA,Expected_A-xAG,_KP,_1/3,_PPA,_CrsPA,_PrgP,Matches
102,103,Samu Castillejo,es ESP,FWMF,Valencia,27,1995,15.1,474.0,622.0,76.2,7687.0,2158.0,251.0,284.0,88.4,159.0,197.0,80.7,44.0,90.0,48.9,0,3.0,2.7,-3.0,30.0,49.0,21.0,6.0,76.0,Matches
103,104,Catena,es ESP,DF,Rayo Vallecano,27,1994,34.5,1505.0,1825.0,82.5,36676.0,15330.0,299.0,340.0,87.9,841.0,914.0,92.0,361.0,538.0,67.1,1,1.4,0.6,-0.4,7.0,134.0,3.0,0.0,119.0,Matches
104,105,Edinson Cavani,uy URU,FW,Valencia,35,1987,16.1,263.0,354.0,74.3,4029.0,556.0,161.0,203.0,79.3,73.0,94.0,77.7,22.0,27.0,81.5,2,1.7,1.1,0.3,12.0,14.0,4.0,0.0,20.0,Matches
105,106,Dani Ceballos,es ESP,MF,Real Madrid,25,1996,17.4,1362.0,1504.0,90.6,21362.0,6610.0,745.0,785.0,94.9,445.0,475.0,93.7,117.0,146.0,80.1,4,2.1,2.0,1.9,30.0,198.0,18.0,1.0,204.0,Matches
106,107,Álex Centelles,es ESP,DF,Almería,24,1997,12.5,412.0,577.0,71.4,7029.0,2965.0,190.0,223.0,85.2,170.0,216.0,78.7,37.0,97.0,38.1,2,1.3,1.1,0.7,13.0,32.0,9.0,6.0,35.0,Matches
107,108,Franco Cervi,ar ARG,MFDF,Celta Vigo,28,1994,21.0,620.0,874.0,70.9,9395.0,3007.0,348.0,410.0,84.9,207.0,272.0,76.1,44.0,109.0,40.4,4,2.7,2.9,1.3,27.0,49.0,26.0,9.0,69.0,Matches
108,109,Pep Chavarría,es ESP,FWMF,Rayo Vallecano,24,1998,4.1,126.0,178.0,70.8,1933.0,743.0,65.0,77.0,84.4,45.0,57.0,78.9,8.0,18.0,44.4,2,0.7,0.5,1.3,11.0,7.0,8.0,2.0,19.0,Matches
109,110,Pape Cheikh Diop,sn SEN,MF,Elche,24,1997,0.4,14.0,19.0,73.7,222.0,71.0,8.0,9.0,88.9,6.0,8.0,75.0,0.0,2.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Matches
110,111,Andreas Christensen,dk DEN,DF,Barcelona,26,1996,19.6,1416.0,1507.0,94.0,25804.0,8685.0,549.0,580.0,94.7,740.0,761.0,97.2,113.0,142.0,79.6,1,0.5,0.9,0.5,6.0,114.0,4.0,0.0,91.0,Matches
111,112,Samuel Chukwueze,ng NGA,FWMF,Villarreal,23,1999,26.0,697.0,908.0,76.8,10572.0,2312.0,402.0,467.0,86.1,229.0,289.0,79.2,50.0,76.0,65.8,5,4.3,4.4,0.7,44.0,35.0,45.0,7.0,85.0,Matches
112,113,Víctor Chust,es ESP,DF,Cádiz,22,2000,10.7,364.0,440.0,82.7,8016.0,2967.0,105.0,118.0,89.0,172.0,192.0,89.6,78.0,113.0,69.0,0,0.0,0.1,0.0,1.0,22.0,1.0,0.0,22.0,Matches
113,114,Pathé Ciss,sn SEN,MFDF,Rayo Vallecano,28,1994,14.2,575.0,700.0,82.1,11074.0,3062.0,226.0,268.0,84.3,273.0,307.0,88.9,70.0,96.0,72.9,0,0.3,0.3,-0.3,6.0,63.0,4.0,0.0,65.0,Matches
114,115,Carlos Clerc,es ESP,DFMF,Elche,30,1992,29.3,1040.0,1397.0,74.4,16100.0,6659.0,563.0,638.0,88.2,392.0,495.0,79.2,63.0,179.0,35.2,1,2.1,2.0,-1.1,16.0,78.0,18.0,9.0,107.0,Matches
115,116,Álex Collado,es ESP,MF,Elche,23,1999,8.1,276.0,336.0,82.1,4177.0,909.0,164.0,177.0,92.7,77.0,92.0,83.7,24.0,36.0,66.7,1,1.6,1.6,-0.6,20.0,25.0,10.0,2.0,34.0,Matches
116,117,Diego Collado,es ESP,FW,Villarreal,21,2001,0.1,5.0,7.0,71.4,111.0,15.0,2.0,3.0,66.7,2.0,2.0,100.0,1.0,1.0,100.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Matches
117,118,Eray Cömert,ch SUI,DF,Valencia,24,1998,18.6,815.0,945.0,86.2,17301.0,5980.0,208.0,234.0,88.9,484.0,514.0,94.2,113.0,170.0,66.5,0,0.1,0.2,-0.1,3.0,48.0,2.0,0.0,54.0,Matches
118,119,Santi Comesaña,es ESP,MF,Rayo Vallecano,25,1996,27.2,1024.0,1240.0,82.6,16598.0,5032.0,533.0,604.0,88.2,377.0,449.0,84.0,83.0,115.0,72.2,2,2.2,2.0,-0.2,41.0,136.0,17.0,2.0,150.0,Matches
119,120,Copete,es ESP,DF,Mallorca,22,1999,24.5,668.0,880.0,75.9,13455.0,5746.0,232.0,262.0,88.5,319.0,366.0,87.2,106.0,199.0,53.3,0,0.2,0.3,-0.2,3.0,61.0,4.0,1.0,58.0,Matches
120,121,Francis Coquelin,fr FRA,MF,Villarreal,31,1991,8.3,265.0,311.0,85.2,3778.0,803.0,152.0,167.0,91.0,80.0,88.0,90.9,14.0,20.0,70.0,0,1.0,1.2,-1.0,6.0,19.0,3.0,1.0,29.0,Matches
121,122,Jesús Corona,mx MEX,FW,Sevilla,29,1993,1.2,33.0,42.0,78.6,446.0,40.0,22.0,22.0,100.0,8.0,13.0,61.5,2.0,4.0,50.0,0,0.2,0.2,-0.2,3.0,1.0,2.0,0.0,3.0,Matches
122,123,Ángel Correa,ar ARG,FWMF,Atlético Madrid,27,1995,16.2,406.0,520.0,78.1,5237.0,1201.0,270.0,310.0,87.1,93.0,118.0,78.8,16.0,37.0,43.2,1,3.5,3.6,-2.5,23.0,27.0,19.0,3.0,58.0,Matches
123,124,Thierry Correia,pt POR,DF,Valencia,23,1999,22.3,1047.0,1363.0,76.8,17275.0,6276.0,569.0,640.0,88.9,362.0,466.0,77.7,98.0,194.0,50.5,0,1.1,2.1,-1.1,14.0,101.0,26.0,14.0,104.0,Matches
124,125,Jaume Costa,es ESP,DF,Mallorca,34,1988,28.9,854.0,1165.0,73.3,14099.0,5450.0,440.0,505.0,87.1,336.0,449.0,74.8,66.0,139.0,47.5,1,2.5,2.7,-1.5,31.0,55.0,31.0,17.0,74.0,Matches
125,126,Samu Costa,pt POR,MF,Almería,21,2000,22.1,864.0,1097.0,78.8,15886.0,5134.0,383.0,439.0,87.2,368.0,428.0,86.0,102.0,169.0,60.4,2,1.0,1.0,1.0,13.0,68.0,11.0,0.0,91.0,Matches
126,127,Thibaut Courtois,be BEL,GK,Real Madrid,30,1992,31.0,980.0,1136.0,86.3,23008.0,14737.0,219.0,220.0,99.5,560.0,567.0,98.8,196.0,341.0,57.5,0,0.4,0.0,-0.4,2.0,6.0,1.0,0.0,0.0,Matches
127,128,Yan Couto,br BRA,DFMF,Girona,20,2002,12.9,444.0,598.0,74.2,7221.0,2170.0,229.0,262.0,87.4,158.0,212.0,74.5,39.0,73.0,53.4,2,2.5,2.1,-0.5,19.0,33.0,20.0,11.0,55.0,Matches
128,129,Juan Cruz Armada,es ESP,DF,Osasuna,30,1992,22.9,746.0,985.0,75.7,12722.0,5613.0,350.0,395.0,88.6,319.0,406.0,78.6,64.0,137.0,46.7,0,1.0,1.0,-1.0,15.0,66.0,17.0,10.0,68.0,Matches
129,130,Juan Cruz,es ESP,FW,Betis,22,2000,2.0,25.0,39.0,64.1,282.0,72.0,17.0,19.0,89.5,5.0,11.0,45.5,0.0,4.0,0.0,0,0.1,0.1,-0.1,2.0,0.0,0.0,0.0,1.0,Matches
130,131,Jorge Cuenca,es ESP,DF,Villarreal,22,1999,5.6,334.0,384.0,87.0,6357.0,2355.0,111.0,119.0,93.3,191.0,204.0,93.6,28.0,51.0,54.9,0,0.1,0.2,-0.1,1.0,21.0,2.0,0.0,26.0,Matches
131,132,Braian Cufré,ar ARG,DF,Mallorca,25,1996,2.4,76.0,92.0,82.6,1256.0,437.0,40.0,43.0,93.0,25.0,29.0,86.2,7.0,12.0,58.3,0,0.0,0.1,0.0,1.0,4.0,1.0,0.0,7.0,Matches
132,133,Matheus Cunha,br BRA,FWMF,Atlético Madrid,23,1999,4.2,64.0,85.0,75.3,790.0,203.0,48.0,55.0,87.3,9.0,13.0,69.2,3.0,4.0,75.0,2,0.8,0.4,1.2,6.0,6.0,2.0,0.0,7.0,Matches
133,134,Curro,es ESP,MF,Almería,26,1996,0.5,21.0,28.0,75.0,310.0,133.0,10.0,12.0,83.3,4.0,6.0,66.7,3.0,4.0,75.0,0,0.2,0.2,-0.2,2.0,1.0,1.0,0.0,1.0,Matches
134,135,Arnaut Danjuma,nl NED,FW,Villarreal,25,1997,5.3,70.0,95.0,73.7,999.0,169.0,44.0,61.0,72.1,20.0,26.0,76.9,2.0,3.0,66.7,0,0.4,0.3,-0.4,5.0,3.0,3.0,2.0,2.0,Matches
135,136,Sergi Darder,es ESP,MF,Espanyol,28,1993,36.9,1181.0,1628.0,72.5,22446.0,8537.0,488.0,563.0,86.7,509.0,619.0,82.2,163.0,362.0,45.0,3,7.5,6.3,-4.5,73.0,158.0,52.0,16.0,233.0,Matches
136,137,Rodrigo De Paul,ar ARG,MF,Atlético Madrid,28,1994,21.4,1160.0,1421.0,81.6,19936.0,6409.0,593.0,655.0,90.5,383.0,455.0,84.2,144.0,223.0,64.6,7,5.5,3.8,1.5,48.0,145.0,47.0,7.0,182.0,Matches
137,138,Alberto Del Moral,es ESP,MF,Villarreal,22,2000,0.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
138,139,Thomas Delaney,dk DEN,MF,Sevilla,30,1991,3.4,140.0,164.0,85.4,2173.0,461.0,71.0,76.0,93.4,54.0,64.0,84.4,8.0,14.0,57.1,0,0.1,0.6,-0.1,2.0,6.0,3.0,1.0,7.0,Matches
139,140,Fran Delgado,es ESP,DF,Betis,21,2001,0.1,7.0,8.0,87.5,110.0,13.0,4.0,4.0,100.0,3.0,3.0,100.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
140,141,Ousmane Dembélé,fr FRA,FW,Barcelona,25,1997,15.7,642.0,854.0,75.2,10068.0,2037.0,376.0,427.0,88.1,195.0,256.0,76.2,54.0,106.0,50.9,7,4.9,5.0,2.1,41.0,21.0,37.0,5.0,74.0,Matches
141,142,Mouctar Diakhaby,gn GUI,DF,Valencia,25,1996,27.2,971.0,1185.0,81.9,20225.0,7159.0,264.0,304.0,86.8,569.0,643.0,88.5,131.0,221.0,59.3,0,0.3,0.4,-0.3,5.0,76.0,0.0,0.0,86.0,Matches
142,143,Mamady Diarra,ml MLI,MFDF,Cádiz,22,2000,0.7,8.0,9.0,88.9,103.0,26.0,4.0,5.0,80.0,3.0,3.0,100.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
143,144,Youba Diarra,ml MLI,MF,Cádiz,24,1998,1.1,40.0,49.0,81.6,782.0,184.0,15.0,16.0,93.8,18.0,20.0,90.0,7.0,11.0,63.6,0,0.5,0.2,-0.5,2.0,3.0,1.0,0.0,3.0,Matches
144,145,Stole Dimitrievski,mk MKD,GK,Rayo Vallecano,28,1993,36.9,690.0,1124.0,61.4,20209.0,14772.0,118.0,118.0,100.0,331.0,336.0,98.5,240.0,658.0,36.5,0,0.0,0.0,0.0,1.0,21.0,0.0,0.0,0.0,Matches
145,146,Djené,tg TOG,DF,Getafe,30,1991,31.6,884.0,1154.0,76.6,16135.0,6389.0,361.0,404.0,89.4,411.0,484.0,84.9,96.0,206.0,46.6,1,0.7,1.4,0.3,7.0,72.0,13.0,10.0,77.0,Matches
146,147,Marko Dmitrović,rs SRB,GK,Sevilla,30,1992,14.1,271.0,508.0,53.3,9990.0,8313.0,33.0,33.0,100.0,111.0,112.0,99.1,127.0,356.0,35.7,0,0.0,0.1,0.0,0.0,22.0,1.0,0.0,0.0,Matches
147,148,Matt Doherty,ie IRL,DF,Atlético Madrid,30,1992,0.2,6.0,9.0,66.7,81.0,3.0,4.0,5.0,80.0,1.0,1.0,100.0,1.0,3.0,33.3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
148,149,Kasper Dolberg,dk DEN,FW,Sevilla,24,1997,2.2,19.0,28.0,67.9,257.0,27.0,13.0,18.0,72.2,3.0,5.0,60.0,2.0,3.0,66.7,1,0.4,0.0,0.6,1.0,1.0,0.0,0.0,2.0,Matches
149,150,Carlos Dominguez,es ESP,DF,Celta Vigo,21,2001,1.2,28.0,34.0,82.4,465.0,222.0,14.0,16.0,87.5,12.0,12.0,100.0,2.0,5.0,40.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,Matches
150,151,John Donald,es ESP,MFDF,Elche,21,2000,12.1,356.0,427.0,83.4,5839.0,1808.0,168.0,192.0,87.5,155.0,179.0,86.6,22.0,30.0,73.3,0,0.1,0.1,-0.1,2.0,23.0,0.0,0.0,23.0,Matches
151,152,Domingos Duarte,pt POR,DF,Getafe,27,1995,29.5,742.0,963.0,77.1,15659.0,6506.0,238.0,281.0,84.7,369.0,442.0,83.5,130.0,225.0,57.8,2,0.8,0.1,1.2,4.0,52.0,1.0,0.0,63.0,Matches
152,153,Pablo Durán,es ESP,MFDF,Celta Vigo,21,2001,0.4,14.0,21.0,66.7,201.0,13.0,10.0,14.0,71.4,3.0,4.0,75.0,1.0,3.0,33.3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
153,154,Hugo Duro,es ESP,FW,Valencia,22,1999,15.4,203.0,277.0,73.3,2602.0,327.0,134.0,169.0,79.3,47.0,63.0,74.6,6.0,12.0,50.0,1,1.1,0.5,-0.1,11.0,13.0,1.0,0.0,19.0,Matches
154,155,Íñigo Eguaras,es ESP,MF,Almería,30,1992,10.7,458.0,543.0,84.3,7955.0,2756.0,223.0,247.0,90.3,172.0,193.0,89.1,51.0,73.0,69.9,1,0.6,1.2,0.4,11.0,50.0,9.0,2.0,61.0,Matches
155,156,Aritz Elustondo,es ESP,DF,Real Sociedad,28,1994,16.1,653.0,809.0,80.7,10994.0,4008.0,302.0,337.0,89.6,296.0,359.0,82.5,42.0,81.0,51.9,1,1.1,0.4,-0.1,4.0,39.0,7.0,2.0,52.0,Matches
156,157,Rodrigo Ely,br BRA,DF,Almería,28,1993,35.1,1197.0,1475.0,81.2,26201.0,10151.0,292.0,339.0,86.1,705.0,777.0,90.7,192.0,336.0,57.1,1,0.8,0.6,0.2,6.0,54.0,3.0,0.0,52.0,Matches
157,158,Adri Embarba,es ESP,FWMF,Almería,30,1992,16.4,356.0,557.0,63.9,6340.0,1897.0,162.0,200.0,81.0,122.0,178.0,68.5,48.0,110.0,43.6,3,3.4,2.6,-0.4,32.0,22.0,12.0,6.0,47.0,Matches
158,159,Adri Embarba,es ESP,FW,Espanyol,30,1992,0.4,4.0,6.0,66.7,80.0,37.0,2.0,3.0,66.7,1.0,2.0,50.0,1.0,1.0,100.0,0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,Matches
159,160,Youssef En-Nesyri,ma MAR,FW,Sevilla,25,1997,18.5,156.0,241.0,64.7,2202.0,328.0,96.0,135.0,71.1,50.0,75.0,66.7,4.0,8.0,50.0,1,1.1,0.5,-0.1,10.0,4.0,1.0,0.0,12.0,Matches
160,161,Gonzalo Escalante,ar ARG,MF,Cádiz,29,1993,12.5,325.0,433.0,75.1,5212.0,1513.0,178.0,208.0,85.6,120.0,152.0,78.9,23.0,52.0,44.2,1,1.5,1.0,-0.5,10.0,41.0,5.0,2.0,50.0,Matches
161,162,Sergio Escudero,es ESP,DF,Valladolid,32,1989,16.0,528.0,743.0,71.1,9041.0,3725.0,259.0,286.0,90.6,201.0,271.0,74.2,55.0,132.0,41.7,0,1.8,1.6,-1.8,16.0,30.0,16.0,9.0,40.0,Matches
162,163,Alfonso Espino,uy URU,DF,Cádiz,30,1992,34.7,989.0,1542.0,64.1,17362.0,8062.0,467.0,571.0,81.8,395.0,582.0,67.9,107.0,294.0,36.4,4,4.2,3.7,-0.2,35.0,84.0,37.0,21.0,107.0,Matches
163,164,Bernardo Espinosa,co COL,DF,Girona,33,1989,13.6,812.0,913.0,88.9,15137.0,5671.0,274.0,299.0,91.6,482.0,512.0,94.1,52.0,92.0,56.5,1,0.0,0.2,1.0,1.0,30.0,0.0,0.0,36.0,Matches
164,165,Edu Expósito,es ESP,MF,Espanyol,25,1996,12.9,389.0,530.0,73.4,6692.0,2025.0,166.0,198.0,83.8,168.0,206.0,81.6,36.0,86.0,41.9,2,2.4,2.2,-0.4,22.0,45.0,20.0,4.0,72.0,Matches
165,166,Nicolás Ezequiel Fernández,ar ARG,MFDF,Elche,22,2000,5.7,178.0,240.0,74.2,2850.0,1150.0,101.0,110.0,91.8,47.0,61.0,77.0,21.0,43.0,48.8,1,0.8,1.1,0.2,13.0,14.0,16.0,10.0,29.0,Matches
166,167,Abdessamad Ezzalzouli,ma MAR,FWMF,Osasuna,20,2001,16.7,365.0,549.0,66.5,5242.0,1286.0,222.0,268.0,82.8,107.0,164.0,65.2,24.0,51.0,47.1,2,1.9,3.8,0.1,12.0,13.0,24.0,9.0,44.0,Matches
167,168,Radamel Falcao,co COL,FWMF,Rayo Vallecano,36,1986,6.8,123.0,167.0,73.7,1625.0,211.0,81.0,100.0,81.0,34.0,40.0,85.0,4.0,7.0,57.1,0,0.1,0.2,-0.1,3.0,7.0,1.0,0.0,14.0,Matches
168,169,Fali,es ESP,DFMF,Cádiz,28,1993,19.0,455.0,593.0,76.7,10475.0,4321.0,117.0,133.0,88.0,239.0,281.0,85.1,97.0,165.0,58.8,0,0.2,0.2,-0.2,4.0,49.0,4.0,0.0,56.0,Matches
169,170,Mamadou Fall,sn SEN,DF,Villarreal,19,2002,0.3,13.0,16.0,81.3,254.0,64.0,3.0,3.0,100.0,8.0,9.0,88.9,2.0,3.0,66.7,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Matches
170,171,Ansu Fati,es ESP,FW,Barcelona,19,2002,15.5,509.0,609.0,83.6,6451.0,1024.0,359.0,398.0,90.2,114.0,136.0,83.8,18.0,23.0,78.3,3,1.7,2.3,1.3,16.0,23.0,19.0,1.0,48.0,Matches
171,172,Zouhair Feddal,ma MAR,DF,Valladolid,33,1989,4.2,159.0,201.0,79.1,3405.0,1439.0,44.0,49.0,89.8,83.0,96.0,86.5,26.0,48.0,54.2,0,0.1,0.0,-0.1,2.0,6.0,1.0,0.0,5.0,Matches
172,173,Nabil Fekir,fr FRA,MF,Betis,29,1993,10.7,378.0,484.0,78.1,4746.0,1367.0,226.0,258.0,87.6,90.0,107.0,84.1,18.0,55.0,32.7,2,2.7,2.4,-0.7,23.0,34.0,14.0,1.0,41.0,Matches
173,174,Felipe,br BRA,DF,Atlético Madrid,33,1989,2.2,121.0,132.0,91.7,2265.0,847.0,44.0,45.0,97.8,66.0,72.0,91.7,10.0,12.0,83.3,0,0.0,0.0,0.0,1.0,15.0,0.0,0.0,20.0,Matches
174,175,Luiz Felipe,it ITA,DF,Betis,25,1997,19.6,753.0,884.0,85.2,13198.0,5133.0,306.0,336.0,91.1,356.0,397.0,89.7,69.0,111.0,62.2,0,0.3,0.3,-0.3,3.0,33.0,1.0,1.0,42.0,Matches
175,176,João Félix,pt POR,FWMF,Atlético Madrid,22,1999,7.2,171.0,228.0,75.0,2307.0,680.0,98.0,113.0,86.7,42.0,60.0,70.0,11.0,29.0,37.9,3,1.4,1.0,1.6,10.0,14.0,10.0,1.0,27.0,Matches
176,177,Kiko Femenía,es ESP,DF,Villarreal,31,1991,12.6,667.0,778.0,85.7,10318.0,2945.0,344.0,371.0,92.7,273.0,308.0,88.6,32.0,62.0,51.6,0,0.7,0.4,-0.7,9.0,49.0,10.0,4.0,66.0,Matches
177,178,Aitor Fernández,es ESP,GK,Osasuna,31,1991,21.0,518.0,793.0,65.3,18920.0,16063.0,44.0,45.0,97.8,205.0,212.0,96.7,269.0,531.0,50.7,0,0.0,0.1,0.0,0.0,33.0,0.0,0.0,1.0,Matches
178,179,Álex Fernández,es ESP,MFFW,Cádiz,29,1992,17.5,602.0,720.0,83.6,10263.0,3036.0,305.0,329.0,92.7,207.0,237.0,87.3,74.0,120.0,61.7,0,1.6,1.9,-1.6,17.0,57.0,6.0,2.0,69.0,Matches
179,180,Álvaro Fernández,es ESP,GK,Espanyol,24,1998,11.0,231.0,358.0,64.5,8998.0,7511.0,19.0,19.0,100.0,83.0,85.0,97.6,129.0,252.0,51.2,0,0.2,0.1,-0.2,1.0,16.0,0.0,0.0,0.0,Matches
180,181,Carlos Fernández,es ESP,FW,Real Sociedad,26,1996,7.0,96.0,148.0,64.9,1274.0,273.0,51.0,78.0,65.4,35.0,48.0,72.9,0.0,3.0,0.0,0,0.6,0.3,-0.6,7.0,4.0,4.0,0.0,13.0,Matches
181,182,Federico Fernández,ar ARG,DF,Elche,33,1989,1.0,8.0,14.0,57.1,204.0,130.0,1.0,2.0,50.0,5.0,8.0,62.5,2.0,4.0,50.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
182,183,Joaquín Fernández,es ESP,DF,Valladolid,26,1996,24.0,820.0,994.0,82.5,16781.0,6545.0,249.0,270.0,92.2,445.0,502.0,88.6,110.0,185.0,59.5,0,0.1,0.2,-0.1,2.0,53.0,4.0,0.0,42.0,Matches
183,184,Valery Fernández,es ESP,MFDF,Girona,22,1999,10.7,295.0,356.0,82.9,4143.0,830.0,187.0,206.0,90.8,75.0,95.0,78.9,20.0,24.0,83.3,2,1.2,0.7,0.8,18.0,12.0,8.0,2.0,20.0,Matches
184,185,Fernando,es ESP,GK,Almería,32,1990,36.5,919.0,1313.0,70.0,27494.0,20366.0,132.0,133.0,99.2,440.0,448.0,98.2,342.0,721.0,47.4,0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,Matches
185,186,Fernando,br BRA,MFDF,Sevilla,35,1987,17.5,768.0,873.0,88.0,13835.0,3514.0,330.0,365.0,90.4,352.0,376.0,93.6,73.0,102.0,71.6,1,0.7,0.4,0.3,9.0,52.0,3.0,0.0,67.0,Matches
186,187,Fidel,es ESP,MFFW,Elche,32,1989,19.0,631.0,897.0,70.3,10113.0,3511.0,364.0,429.0,84.8,173.0,238.0,72.7,64.0,132.0,48.5,2,2.3,2.5,-0.3,28.0,89.0,15.0,1.0,139.0,Matches
187,188,Dimitri Foulquier,fr FRA,DF,Valencia,29,1993,19.3,663.0,932.0,71.1,11039.0,4516.0,338.0,381.0,88.7,261.0,361.0,72.3,51.0,120.0,42.5,2,1.7,2.0,0.3,12.0,61.0,21.0,14.0,70.0,Matches
188,189,Juan Foyth,ar ARG,DF,Villarreal,24,1998,21.8,1116.0,1276.0,87.5,18588.0,7017.0,571.0,619.0,92.2,438.0,480.0,91.3,91.0,132.0,68.9,0,1.6,1.4,-1.6,13.0,90.0,13.0,3.0,100.0,Matches
189,190,Iván Fresneda,es ESP,DF,Valladolid,17,2004,19.4,710.0,922.0,77.0,11295.0,3707.0,366.0,413.0,88.6,264.0,336.0,78.6,56.0,108.0,51.9,0,1.5,1.2,-1.5,18.0,55.0,16.0,11.0,62.0,Matches
190,191,Javi Galán,es ESP,DF,Celta Vigo,27,1994,35.1,1577.0,2039.0,77.3,26915.0,8515.0,750.0,845.0,88.8,655.0,791.0,82.8,143.0,293.0,48.8,3,4.1,4.2,-1.1,52.0,76.0,56.0,28.0,125.0,Matches
191,192,Iñigo Ruiz de Galarreta,es ESP,MF,Mallorca,28,1993,27.2,1016.0,1243.0,81.7,17935.0,4838.0,468.0,529.0,88.5,408.0,464.0,87.9,106.0,173.0,61.3,1,1.4,1.8,-0.4,20.0,104.0,14.0,0.0,127.0,Matches
192,193,Aleix García,es ESP,MF,Girona,25,1997,26.0,1370.0,1657.0,82.7,24515.0,7738.0,661.0,710.0,93.1,471.0,536.0,87.9,182.0,303.0,60.1,5,6.2,6.0,-1.2,64.0,154.0,23.0,10.0,156.0,Matches
193,194,Álvaro García,es ESP,FWMF,Rayo Vallecano,29,1992,31.9,664.0,1036.0,64.1,10196.0,3009.0,383.0,473.0,81.0,214.0,337.0,63.5,46.0,128.0,35.9,5,5.7,4.9,-0.7,48.0,28.0,41.0,27.0,71.0,Matches
194,195,Borja García,es ESP,MFFW,Girona,31,1990,7.5,217.0,281.0,77.2,3113.0,857.0,126.0,140.0,90.0,72.0,91.0,79.1,10.0,28.0,35.7,0,0.6,0.3,-0.6,5.0,25.0,7.0,0.0,39.0,Matches
195,196,Carlos García,es ESP,DF,Cádiz,22,2000,0.3,20.0,24.0,83.3,497.0,122.0,2.0,5.0,40.0,14.0,15.0,93.3,4.0,4.0,100.0,1,0.1,0.0,0.9,1.0,0.0,0.0,0.0,2.0,Matches
196,197,Dani García,es ESP,MF,Athletic Club,32,1990,16.5,571.0,720.0,79.3,9716.0,2877.0,274.0,319.0,85.9,232.0,275.0,84.4,54.0,99.0,54.5,2,0.7,0.7,1.3,10.0,71.0,7.0,2.0,73.0,Matches
197,198,David García,es ESP,DF,Osasuna,28,1994,29.8,1152.0,1424.0,80.9,23635.0,9514.0,380.0,429.0,88.6,586.0,669.0,87.6,175.0,302.0,57.9,0,0.4,0.6,-0.4,5.0,117.0,6.0,0.0,105.0,Matches
198,199,Eric García,es ESP,DFMF,Barcelona,21,2001,15.7,1142.0,1257.0,90.9,21550.0,7275.0,429.0,460.0,93.3,578.0,612.0,94.4,122.0,158.0,77.2,0,0.2,0.6,-0.2,1.0,130.0,2.0,0.0,105.0,Matches
199,200,Fran Garcia,es ESP,DF,Rayo Vallecano,22,1999,37.9,1626.0,2071.0,78.5,26531.0,8312.0,800.0,879.0,91.0,684.0,830.0,82.4,107.0,244.0,43.9,3,1.6,2.0,1.4,29.0,139.0,31.0,26.0,147.0,Matches
200,201,Joan García,es ESP,GK,Espanyol,21,2001,1.0,26.0,30.0,86.7,521.0,425.0,9.0,9.0,100.0,12.0,12.0,100.0,5.0,9.0,55.6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
201,202,Raúl García,es ESP,FWMF,Athletic Club,36,1986,10.7,199.0,318.0,62.6,3061.0,743.0,118.0,151.0,78.1,57.0,107.0,53.3,17.0,33.0,51.5,3,1.1,0.8,1.9,8.0,24.0,7.0,0.0,38.0,Matches
202,203,Rubén García,es ESP,FWMF,Osasuna,29,1993,12.9,411.0,567.0,72.5,6895.0,1810.0,223.0,254.0,87.8,116.0,158.0,73.4,53.0,111.0,47.7,2,2.0,2.2,0.0,25.0,23.0,13.0,3.0,40.0,Matches
203,204,Unai García,es ESP,DF,Osasuna,30,1992,19.0,638.0,803.0,79.5,13808.0,4944.0,169.0,190.0,88.9,365.0,418.0,87.3,96.0,177.0,54.2,1,0.1,0.2,0.9,3.0,44.0,3.0,2.0,51.0,Matches
204,205,Felix Garreta,es ESP,DF,Betis,18,2004,1.0,34.0,40.0,85.0,709.0,206.0,11.0,13.0,84.6,16.0,18.0,88.9,7.0,8.0,87.5,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,Matches
205,206,Aleix Garrido,es ESP,FW,Barcelona,18,2004,0.1,2.0,3.0,66.7,21.0,8.0,2.0,3.0,66.7,0.0,0.0,,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
