,_Rk,_Player,_Nation,_Pos,_Squad,_Age,_Born,_90s,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Matches
100,101,Antonio Candreva,it ITA,MFFW,Salernitana,36.0,1987.0,30.6,1611.0,39.0,187.0,733.0,705.0,59.0,1610.0,40.0,15.0,37.5,21.0,52.5,940.0,4962.0,2127.0,67.0,48.0,18.0,31.0,18.0,1167.0,182.0,Matches
101,102,Luigi Canotto,it ITA,FW,Frosinone,29.0,1994.0,0.2,4.0,0.0,2.0,2.0,0.0,0.0,4.0,1.0,1.0,100.0,0.0,0.0,5.0,9.0,4.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,Matches
102,103,Gianluca Caprari,it ITA,MFFW,Monza,30.0,1993.0,3.2,154.0,1.0,18.0,65.0,73.0,11.0,154.0,8.0,3.0,37.5,5.0,62.5,112.0,686.0,370.0,11.0,9.0,5.0,9.0,9.0,122.0,16.0,Matches
103,104,Elia Caprile,it ITA,GK,Empoli,21.0,2001.0,23.0,895.0,716.0,889.0,7.0,0.0,0.0,895.0,0.0,0.0,,0.0,,469.0,2407.0,1471.0,0.0,0.0,0.0,1.0,0.0,408.0,0.0,Matches
104,105,Francesco Caputo,it ITA,FW,Empoli,35.0,1987.0,14.1,290.0,4.0,15.0,146.0,132.0,49.0,289.0,10.0,5.0,50.0,4.0,40.0,175.0,656.0,204.0,7.0,6.0,4.0,21.0,12.0,221.0,65.0,Matches
105,106,Andrea Carboni,it ITA,DF,Monza,22.0,2001.0,16.5,1148.0,130.0,504.0,516.0,132.0,26.0,1148.0,6.0,3.0,50.0,3.0,50.0,698.0,3200.0,1856.0,13.0,13.0,2.0,14.0,2.0,811.0,22.0,Matches
106,107,Valentin Carboni,ar ARG,MFFW,Monza,18.0,2005.0,13.0,676.0,5.0,83.0,329.0,281.0,41.0,676.0,49.0,24.0,49.0,18.0,36.7,465.0,3385.0,1577.0,52.0,33.0,18.0,30.0,15.0,500.0,75.0,Matches
107,108,Marco Carnesecchi,it ITA,GK,Atalanta,23.0,2000.0,26.9,955.0,861.0,954.0,1.0,0.0,0.0,955.0,0.0,0.0,,0.0,,484.0,2512.0,1389.0,0.0,0.0,0.0,1.0,0.0,424.0,0.0,Matches
108,109,Nicolò Casale,it ITA,DF,Lazio,25.0,1998.0,17.3,1155.0,144.0,515.0,615.0,32.0,8.0,1155.0,4.0,2.0,50.0,0.0,0.0,646.0,3798.0,2210.0,20.0,9.0,1.0,2.0,1.0,808.0,4.0,Matches
109,110,Giuseppe Caso,it ITA,FWMF,Frosinone,24.0,1998.0,4.6,178.0,1.0,11.0,54.0,120.0,13.0,178.0,36.0,15.0,41.7,18.0,50.0,129.0,952.0,451.0,15.0,14.0,6.0,15.0,10.0,141.0,37.0,Matches
110,111,Valentín Castellanos,ar ARG,FW,Lazio,24.0,1998.0,18.7,679.0,16.0,47.0,325.0,316.0,106.0,679.0,38.0,11.0,28.9,25.0,65.8,305.0,1337.0,466.0,15.0,13.0,7.0,54.0,22.0,490.0,132.0,Matches
111,112,Samu Castillejo,es ESP,FWMF,Sassuolo,28.0,1995.0,6.0,371.0,5.0,38.0,150.0,190.0,14.0,371.0,19.0,9.0,47.4,8.0,42.1,248.0,1714.0,839.0,27.0,24.0,7.0,23.0,18.0,278.0,45.0,Matches
112,113,Santiago Castro,ar ARG,FW,Bologna,18.0,2004.0,2.7,76.0,1.0,5.0,41.0,30.0,8.0,76.0,3.0,2.0,66.7,1.0,33.3,51.0,257.0,62.0,1.0,2.0,0.0,9.0,3.0,65.0,15.0,Matches
113,114,Gaetano Castrovilli,it ITA,FWMF,Fiorentina,26.0,1997.0,4.1,160.0,6.0,17.0,72.0,74.0,11.0,160.0,14.0,3.0,21.4,9.0,64.3,90.0,696.0,357.0,14.0,8.0,2.0,11.0,6.0,115.0,25.0,Matches
114,115,Danilo Cataldi,it ITA,MF,Lazio,28.0,1994.0,15.1,1040.0,42.0,219.0,691.0,139.0,0.0,1040.0,8.0,6.0,75.0,2.0,25.0,491.0,2369.0,1020.0,9.0,9.0,0.0,9.0,6.0,719.0,7.0,Matches
115,116,Emil Ceide,no NOR,FWMF,Sassuolo,21.0,2001.0,2.0,85.0,1.0,13.0,31.0,45.0,9.0,85.0,21.0,13.0,61.9,7.0,33.3,55.0,581.0,319.0,12.0,6.0,5.0,4.0,5.0,62.0,16.0,Matches
116,117,Zeki Çelik,tr TUR,DF,Roma,26.0,1997.0,7.5,429.0,26.0,136.0,180.0,117.0,14.0,429.0,10.0,6.0,60.0,4.0,40.0,230.0,1305.0,565.0,14.0,15.0,5.0,10.0,6.0,236.0,38.0,Matches
117,118,Fabien Centonze,fr FRA,DF,Hellas Verona,27.0,1996.0,7.5,411.0,14.0,119.0,176.0,119.0,6.0,411.0,23.0,11.0,47.8,12.0,52.2,154.0,831.0,400.0,16.0,5.0,2.0,11.0,1.0,179.0,21.0,Matches
118,119,Michele Cerofolini,it ITA,GK,Frosinone,24.0,1999.0,7.5,226.0,186.0,224.0,2.0,0.0,0.0,226.0,0.0,0.0,,0.0,,112.0,640.0,423.0,0.0,0.0,0.0,0.0,0.0,99.0,0.0,Matches
119,120,Alberto Cerri,it ITA,FW,Empoli,27.0,1996.0,6.1,189.0,7.0,17.0,89.0,85.0,18.0,189.0,6.0,1.0,16.7,5.0,83.3,98.0,360.0,149.0,3.0,7.0,1.0,13.0,12.0,145.0,23.0,Matches
120,121,Leonardo Cerri,it ITA,DF,Juventus,20.0,2003.0,0.1,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,,0.0,,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,Matches
121,122,Charlys,br BRA,MF,Hellas Verona,19.0,2004.0,0.3,8.0,0.0,2.0,4.0,2.0,0.0,8.0,1.0,0.0,0.0,1.0,100.0,6.0,20.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,Matches
122,123,Walid Cheddira,ma MAR,FW,Frosinone,25.0,1998.0,23.6,625.0,12.0,33.0,284.0,312.0,100.0,624.0,37.0,12.0,32.4,23.0,62.2,375.0,1933.0,791.0,31.0,14.0,22.0,72.0,36.0,486.0,139.0,Matches
123,124,Federico Chiesa,it ITA,FW,Juventus,25.0,1997.0,24.4,1006.0,6.0,77.0,303.0,643.0,130.0,1005.0,95.0,35.0,36.8,48.0,50.5,643.0,4746.0,2697.0,111.0,56.0,58.0,54.0,40.0,740.0,216.0,Matches
124,125,Oliver Christensen,dk DEN,GK,Fiorentina,24.0,1999.0,4.0,197.0,143.0,197.0,0.0,0.0,0.0,197.0,0.0,0.0,,0.0,,122.0,556.0,321.0,0.0,0.0,0.0,1.0,0.0,117.0,0.0,Matches
125,126,Samuel Chukwueze,ng NGA,FW,Milan,24.0,1999.0,11.3,576.0,5.0,66.0,237.0,278.0,59.0,576.0,62.0,21.0,33.9,34.0,54.8,407.0,2601.0,1337.0,52.0,27.0,24.0,29.0,15.0,436.0,135.0,Matches
126,127,Alphadjo Cissè,it ITA,FW,Hellas Verona,16.0,2006.0,0.1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,0.0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Matches
127,128,Giorgio Cittadini,it ITA,DF,Monza,21.0,2002.0,0.2,8.0,2.0,3.0,4.0,1.0,0.0,8.0,0.0,0.0,,0.0,,5.0,41.0,18.0,1.0,0.0,0.0,1.0,0.0,5.0,1.0,Matches
128,129,Giorgio Cittadini,it ITA,DF,Genoa,21.0,2002.0,1.2,47.0,8.0,26.0,21.0,1.0,1.0,47.0,0.0,0.0,,0.0,,14.0,108.0,21.0,0.0,0.0,0.0,1.0,3.0,14.0,1.0,Matches
129,130,Patrick Ciurria,it ITA,DFMF,Monza,28.0,1995.0,17.8,1021.0,39.0,269.0,411.0,350.0,31.0,1021.0,24.0,9.0,37.5,11.0,45.8,597.0,2981.0,1581.0,41.0,41.0,9.0,19.0,6.0,711.0,94.0,Matches
130,131,Lorenzo Colombo,it ITA,FW,Monza,21.0,2002.0,15.1,451.0,18.0,32.0,239.0,186.0,65.0,451.0,23.0,12.0,52.2,11.0,47.8,287.0,1275.0,464.0,16.0,9.0,13.0,64.0,29.0,348.0,75.0,Matches
131,132,Andrea Colpani,it ITA,MFFW,Monza,24.0,1999.0,29.5,1255.0,23.0,133.0,501.0,641.0,83.0,1255.0,80.0,28.0,35.0,40.0,50.0,826.0,5437.0,2472.0,90.0,69.0,27.0,52.0,38.0,938.0,193.0,Matches
132,133,Pietro Comuzzo,it ITA,DFFW,Fiorentina,18.0,2005.0,0.5,43.0,1.0,19.0,24.0,0.0,0.0,43.0,0.0,0.0,,0.0,,17.0,85.0,29.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,Matches
133,134,Andrea Consigli,it ITA,GK,Sassuolo,36.0,1987.0,35.0,1327.0,1035.0,1316.0,12.0,0.0,0.0,1327.0,0.0,0.0,,0.0,,717.0,3821.0,2357.0,0.0,0.0,0.0,0.0,1.0,593.0,0.0,Matches
134,135,Nikita Contini Baranovsky,it ITA,GK,Napoli,27.0,1996.0,0.2,5.0,3.0,4.0,1.0,0.0,0.0,5.0,0.0,0.0,,0.0,,2.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
135,136,Diego Coppola,it ITA,DF,Hellas Verona,19.0,2003.0,18.2,959.0,104.0,530.0,408.0,26.0,21.0,959.0,1.0,0.0,0.0,1.0,100.0,437.0,1940.0,806.0,1.0,2.0,0.0,8.0,3.0,467.0,0.0,Matches
136,137,Tommaso Corazza,it ITA,DF,Bologna,19.0,2004.0,2.2,170.0,6.0,54.0,72.0,47.0,5.0,170.0,3.0,0.0,0.0,2.0,66.7,96.0,555.0,330.0,10.0,6.0,1.0,1.0,2.0,107.0,9.0,Matches
137,138,Jeppe Corfitzen,dk DEN,FW,Lecce,18.0,2004.0,0.1,6.0,0.0,0.0,3.0,3.0,0.0,6.0,0.0,0.0,,0.0,,4.0,28.0,18.0,1.0,1.0,0.0,1.0,0.0,4.0,0.0,Matches
138,139,Giacomo Corona,it ITA,FW,Empoli,19.0,2004.0,0.1,2.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
139,140,João Costa,br BRA,MFFW,Roma,18.0,2005.0,0.2,10.0,0.0,2.0,2.0,6.0,1.0,10.0,0.0,0.0,,0.0,,5.0,25.0,14.0,0.0,0.0,0.0,1.0,1.0,6.0,1.0,Matches
140,141,Benoît Costil,fr FRA,GK,Salernitana,36.0,1987.0,13.0,463.0,394.0,454.0,9.0,0.0,0.0,463.0,0.0,0.0,,0.0,,223.0,1219.0,676.0,0.0,0.0,0.0,1.0,0.0,182.0,0.0,Matches
141,142,Lassana Coulibaly,ml MLI,MF,Salernitana,27.0,1996.0,23.1,1092.0,48.0,215.0,694.0,201.0,23.0,1092.0,36.0,15.0,41.7,18.0,50.0,650.0,4062.0,1750.0,29.0,35.0,1.0,38.0,33.0,711.0,38.0,Matches
142,143,Mamadou Coulibaly,sn SEN,DF,Salernitana,24.0,1999.0,0.0,3.0,0.0,0.0,1.0,2.0,0.0,3.0,0.0,0.0,,0.0,,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,Matches
143,144,Alessio Cragno,it ITA,GK,Sassuolo,29.0,1994.0,3.0,110.0,91.0,110.0,0.0,0.0,0.0,110.0,0.0,0.0,,0.0,,54.0,270.0,193.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,Matches
144,145,Bryan Cristante,it ITA,MFDF,Roma,28.0,1995.0,36.5,2494.0,88.0,577.0,1504.0,425.0,80.0,2494.0,26.0,17.0,65.4,8.0,30.8,1438.0,7211.0,3544.0,47.0,52.0,4.0,27.0,21.0,1860.0,80.0,Matches
145,146,Juan Cruz,ar ARG,FWMF,Hellas Verona,24.0,1999.0,1.2,36.0,0.0,2.0,16.0,20.0,2.0,36.0,2.0,1.0,50.0,1.0,50.0,18.0,119.0,55.0,3.0,2.0,0.0,2.0,0.0,27.0,4.0,Matches
146,147,Juan Cuadrado,co COL,DF,Inter,35.0,1988.0,3.0,217.0,3.0,37.0,102.0,79.0,13.0,217.0,5.0,1.0,20.0,2.0,40.0,151.0,869.0,513.0,17.0,9.0,7.0,3.0,2.0,169.0,35.0,Matches
147,148,Marvin Cuni,al ALB,FW,Frosinone,22.0,2001.0,5.9,198.0,1.0,12.0,92.0,97.0,24.0,198.0,14.0,3.0,21.4,8.0,57.1,107.0,481.0,132.0,6.0,5.0,2.0,26.0,15.0,146.0,45.0,Matches
148,149,Danilo D'Ambrosio,it ITA,DF,Monza,34.0,1988.0,17.1,1268.0,126.0,564.0,600.0,114.0,23.0,1268.0,13.0,7.0,53.8,5.0,38.5,787.0,3641.0,1763.0,12.0,8.0,1.0,12.0,5.0,904.0,25.0,Matches
149,150,Flavius Daniliuc,at AUT,DF,Salernitana,22.0,2001.0,8.3,486.0,44.0,208.0,218.0,63.0,7.0,486.0,5.0,1.0,20.0,4.0,80.0,235.0,1145.0,561.0,8.0,7.0,0.0,7.0,4.0,282.0,2.0,Matches
150,151,Danilo,br BRA,DF,Juventus,32.0,1991.0,27.2,2118.0,255.0,815.0,1113.0,200.0,20.0,2118.0,12.0,8.0,66.7,1.0,8.3,1060.0,4741.0,2503.0,18.0,14.0,2.0,13.0,3.0,1345.0,21.0,Matches
151,152,Matteo Darmian,it ITA,DF,Inter,33.0,1989.0,26.7,1586.0,109.0,540.0,766.0,286.0,27.0,1586.0,15.0,5.0,33.3,10.0,66.7,832.0,3149.0,1584.0,18.0,15.0,2.0,18.0,1.0,1082.0,82.0,Matches
152,153,Juan David Cabal,co COL,DF,Hellas Verona,22.0,2001.0,16.6,1005.0,61.0,314.0,506.0,202.0,16.0,1005.0,24.0,12.0,50.0,9.0,37.5,412.0,1922.0,1152.0,26.0,17.0,1.0,22.0,11.0,467.0,48.0,Matches
153,154,Keinan Davis,eng ENG,FWMF,Udinese,25.0,1998.0,2.1,76.0,3.0,8.0,20.0,50.0,9.0,76.0,5.0,3.0,60.0,1.0,20.0,41.0,334.0,74.0,2.0,1.0,3.0,9.0,3.0,61.0,15.0,Matches
154,155,Paweł Dawidowicz,pl POL,DF,Hellas Verona,28.0,1995.0,23.8,1425.0,187.0,749.0,642.0,42.0,14.0,1425.0,5.0,4.0,80.0,1.0,20.0,749.0,3833.0,1819.0,11.0,8.0,0.0,13.0,5.0,787.0,5.0,Matches
155,156,Charles De Ketelaere,be BEL,FWMF,Atalanta,22.0,2001.0,22.5,1098.0,10.0,60.0,442.0,612.0,133.0,1097.0,88.0,40.0,45.5,35.0,39.8,669.0,4241.0,2121.0,88.0,51.0,41.0,83.0,54.0,835.0,219.0,Matches
156,157,Mattia De Sciglio,it ITA,DF,Juventus,30.0,1992.0,0.5,25.0,1.0,10.0,13.0,2.0,0.0,25.0,0.0,0.0,,0.0,,15.0,50.0,15.0,0.0,2.0,0.0,1.0,0.0,15.0,1.0,Matches
157,158,Lorenzo De Silvestri,it ITA,DF,Bologna,35.0,1988.0,7.5,499.0,32.0,202.0,226.0,75.0,2.0,499.0,0.0,0.0,,0.0,,256.0,1526.0,732.0,14.0,4.0,0.0,4.0,1.0,320.0,12.0,Matches
158,159,Koni De Winter,be BEL,DF,Genoa,21.0,2002.0,26.4,1497.0,190.0,731.0,655.0,120.0,23.0,1497.0,9.0,7.0,77.8,2.0,22.2,853.0,4867.0,2480.0,21.0,13.0,1.0,25.0,10.0,913.0,15.0,Matches
159,160,Grégoire Defrel,mq MTQ,FWMF,Sassuolo,32.0,1991.0,8.4,310.0,7.0,47.0,141.0,125.0,19.0,310.0,13.0,4.0,30.8,8.0,61.5,181.0,1001.0,348.0,7.0,7.0,2.0,15.0,15.0,219.0,42.0,Matches
160,161,Alessandro Deiola,it ITA,MF,Cagliari,27.0,1995.0,17.9,700.0,42.0,175.0,376.0,153.0,24.0,700.0,10.0,5.0,50.0,3.0,30.0,272.0,1230.0,473.0,9.0,5.0,0.0,10.0,15.0,369.0,21.0,Matches
161,162,Alessandro Dellavalle,it ITA,DF,Torino,19.0,2004.0,0.2,8.0,1.0,4.0,4.0,0.0,0.0,8.0,0.0,0.0,,0.0,,4.0,29.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,Matches
162,163,Diego Demme,de GER,MF,Napoli,31.0,1991.0,0.8,81.0,2.0,14.0,45.0,22.0,4.0,81.0,2.0,0.0,0.0,2.0,100.0,50.0,289.0,169.0,3.0,4.0,0.0,0.0,0.0,65.0,0.0,Matches
163,164,Leander Dendoncker,be BEL,MF,Napoli,28.0,1995.0,0.3,31.0,0.0,7.0,22.0,2.0,0.0,31.0,0.0,0.0,,0.0,,15.0,39.0,20.0,0.0,0.0,0.0,2.0,1.0,25.0,0.0,Matches
164,165,Mattia Destro,it ITA,FWMF,Empoli,32.0,1991.0,4.1,107.0,1.0,7.0,55.0,46.0,18.0,107.0,4.0,1.0,25.0,1.0,25.0,53.0,267.0,114.0,4.0,3.0,3.0,11.0,2.0,78.0,19.0,Matches
165,166,Federico Di Francesco,it ITA,FWMF,Lecce,29.0,1994.0,0.2,15.0,0.0,2.0,8.0,5.0,3.0,15.0,1.0,0.0,0.0,1.0,100.0,9.0,65.0,18.0,1.0,0.0,0.0,0.0,0.0,9.0,3.0,Matches
166,167,Raffaele Di Gennaro,it ITA,GK,Inter,29.0,1993.0,0.3,19.0,16.0,18.0,1.0,0.0,0.0,19.0,0.0,0.0,,0.0,,18.0,72.0,57.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,Matches
167,168,Michele Di Gregorio,it ITA,GK,Monza,26.0,1997.0,31.9,1439.0,1210.0,1426.0,14.0,0.0,0.0,1439.0,3.0,3.0,100.0,0.0,0.0,879.0,4769.0,2714.0,0.0,0.0,0.0,2.0,1.0,775.0,0.0,Matches
168,169,Giovanni Di Lorenzo,it ITA,DF,Napoli,29.0,1993.0,35.9,3054.0,90.0,711.0,1445.0,921.0,129.0,3054.0,59.0,18.0,30.5,35.0,59.3,1815.0,8286.0,4442.0,95.0,63.0,16.0,28.0,23.0,2213.0,250.0,Matches
169,170,Alessandro Di Pardo,it ITA,DFMF,Cagliari,24.0,1999.0,4.0,214.0,12.0,59.0,84.0,72.0,3.0,214.0,6.0,1.0,16.7,5.0,83.3,99.0,480.0,223.0,6.0,2.0,0.0,1.0,4.0,106.0,19.0,Matches
170,171,Boulaye Dia,sn SEN,FWMF,Salernitana,26.0,1996.0,12.7,382.0,14.0,44.0,185.0,162.0,35.0,381.0,43.0,14.0,32.6,27.0,62.8,276.0,1722.0,648.0,18.0,17.0,6.0,37.0,28.0,296.0,57.0,Matches
171,172,Federico Dimarco,it ITA,DF,Inter,25.0,1997.0,23.1,1538.0,35.0,340.0,572.0,641.0,74.0,1538.0,18.0,6.0,33.3,12.0,66.7,841.0,3487.0,1924.0,51.0,34.0,10.0,29.0,7.0,1057.0,198.0,Matches
172,173,Tiago Djaló,pt POR,DF,Juventus,23.0,2000.0,0.2,15.0,5.0,8.0,7.0,1.0,1.0,15.0,1.0,1.0,100.0,0.0,0.0,8.0,104.0,64.0,1.0,1.0,1.0,0.0,0.0,9.0,0.0,Matches
173,174,Koffi Djidji,ci CIV,DF,Torino,30.0,1992.0,8.4,502.0,43.0,239.0,237.0,29.0,1.0,502.0,6.0,3.0,50.0,3.0,50.0,309.0,1128.0,436.0,4.0,4.0,1.0,5.0,2.0,326.0,3.0,Matches
174,175,Berat Djimsiti,al ALB,DF,Atalanta,30.0,1993.0,31.5,1962.0,217.0,1054.0,823.0,96.0,26.0,1962.0,2.0,1.0,50.0,1.0,50.0,953.0,4836.0,2044.0,6.0,10.0,0.0,7.0,3.0,1167.0,10.0,Matches
175,176,Dodô,br BRA,DF,Fiorentina,24.0,1998.0,5.8,391.0,20.0,97.0,201.0,97.0,7.0,391.0,18.0,10.0,55.6,5.0,27.8,244.0,1563.0,857.0,20.0,10.0,4.0,9.0,1.0,251.0,21.0,Matches
176,177,Josh Doig,sct SCO,DF,Hellas Verona,21.0,2002.0,9.2,426.0,21.0,125.0,201.0,106.0,13.0,426.0,21.0,10.0,47.6,9.0,42.9,216.0,1407.0,637.0,23.0,16.0,3.0,16.0,5.0,237.0,22.0,Matches
177,178,Josh Doig,sct SCO,DF,Sassuolo,21.0,2002.0,14.9,758.0,44.0,241.0,320.0,203.0,10.0,758.0,23.0,4.0,17.4,18.0,78.3,294.0,2111.0,934.0,30.0,17.0,2.0,20.0,10.0,323.0,45.0,Matches
178,179,Nicolás Domínguez,ar ARG,MF,Bologna,25.0,1998.0,1.1,103.0,2.0,23.0,69.0,12.0,0.0,103.0,0.0,0.0,,0.0,,39.0,210.0,116.0,1.0,2.0,0.0,1.0,3.0,79.0,3.0,Matches
179,180,Giulio Donati,it ITA,DF,Monza,33.0,1990.0,0.4,51.0,0.0,11.0,25.0,15.0,1.0,51.0,0.0,0.0,,0.0,,30.0,120.0,58.0,0.0,2.0,0.0,3.0,0.0,39.0,5.0,Matches
180,181,Patrick Dorgu,dk DEN,DFMF,Lecce,18.0,2004.0,17.4,949.0,57.0,263.0,431.0,265.0,32.0,949.0,38.0,15.0,39.5,16.0,42.1,535.0,2892.0,1460.0,37.0,34.0,4.0,41.0,20.0,567.0,86.0,Matches
181,182,Alberto Dossena,it ITA,DF,Cagliari,24.0,1998.0,33.1,1720.0,270.0,930.0,748.0,55.0,35.0,1720.0,8.0,5.0,62.5,3.0,37.5,774.0,3763.0,2159.0,9.0,6.0,0.0,22.0,10.0,849.0,2.0,Matches
182,183,Radu Drăgușin,ro ROU,DF,Genoa,21.0,2002.0,19.0,909.0,173.0,487.0,347.0,80.0,28.0,909.0,1.0,0.0,0.0,1.0,100.0,447.0,1898.0,922.0,6.0,6.0,1.0,5.0,4.0,495.0,13.0,Matches
183,184,Ondrej Duda,sk SVK,MF,Hellas Verona,28.0,1994.0,27.3,1473.0,52.0,271.0,898.0,331.0,19.0,1472.0,38.0,21.0,55.3,13.0,34.2,776.0,4107.0,1556.0,34.0,29.0,6.0,49.0,24.0,804.0,47.0,Matches
184,185,Denzel Dumfries,nl NED,DF,Inter,27.0,1996.0,18.2,977.0,32.0,231.0,385.0,367.0,73.0,977.0,33.0,14.0,42.4,12.0,36.4,502.0,2532.0,1121.0,50.0,19.0,11.0,29.0,9.0,626.0,147.0,Matches
185,186,Alfred Duncan,gh GHA,MF,Fiorentina,30.0,1993.0,21.0,1184.0,26.0,157.0,698.0,343.0,17.0,1184.0,40.0,20.0,50.0,16.0,40.0,634.0,2974.0,1442.0,23.0,26.0,3.0,18.0,19.0,777.0,47.0,Matches
186,187,Paulo Dybala,ar ARG,FWMF,Roma,29.0,1993.0,21.8,1277.0,8.0,87.0,590.0,612.0,88.0,1270.0,77.0,28.0,36.4,43.0,55.8,808.0,5078.0,2296.0,79.0,61.0,31.0,70.0,41.0,993.0,167.0,Matches
187,188,Festy Ebosele,ie IRL,DF,Udinese,20.0,2002.0,18.9,706.0,35.0,166.0,245.0,314.0,46.0,706.0,108.0,49.0,45.4,37.0,34.3,406.0,3692.0,1887.0,67.0,45.0,30.0,56.0,34.0,405.0,98.0,Matches
188,189,Enzo Ebosse,cm CMR,DF,Udinese,24.0,1999.0,0.1,17.0,5.0,9.0,8.0,0.0,0.0,17.0,0.0,0.0,,0.0,,12.0,38.0,21.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,Matches
189,190,Tyronne Ebuehi,ng NGA,DF,Empoli,27.0,1995.0,12.2,668.0,44.0,266.0,258.0,150.0,20.0,668.0,13.0,4.0,30.8,7.0,53.8,345.0,2020.0,1217.0,34.0,14.0,6.0,19.0,4.0,360.0,35.0,Matches
190,191,Éderson,br BRA,MF,Atalanta,24.0,1999.0,31.9,2027.0,80.0,508.0,1159.0,385.0,41.0,2027.0,42.0,22.0,52.4,18.0,42.9,1198.0,5502.0,2448.0,32.0,26.0,7.0,33.0,36.0,1373.0,50.0,Matches
191,192,Kingsley Ehizibue,nl NED,DF,Udinese,28.0,1995.0,10.6,413.0,43.0,132.0,146.0,139.0,28.0,413.0,21.0,11.0,52.4,6.0,28.6,200.0,1268.0,596.0,18.0,10.0,7.0,17.0,10.0,198.0,44.0,Matches
192,193,Emmanuel Ekong,se SWE,FW,Empoli,21.0,2002.0,0.1,4.0,0.0,0.0,3.0,1.0,1.0,4.0,3.0,0.0,0.0,2.0,66.7,4.0,36.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,Matches
193,194,Caleb Ekuban,gh GHA,FW,Genoa,29.0,1994.0,12.6,385.0,10.0,32.0,150.0,208.0,52.0,385.0,22.0,10.0,45.5,11.0,50.0,246.0,1057.0,373.0,14.0,8.0,9.0,55.0,17.0,297.0,93.0,Matches
194,195,Elif Elmas,mk MKD,FWMF,Napoli,23.0,1999.0,3.8,240.0,7.0,27.0,107.0,111.0,12.0,240.0,13.0,6.0,46.2,7.0,53.8,140.0,1045.0,623.0,14.0,13.0,4.0,9.0,7.0,181.0,26.0,Matches
195,196,Martin Erlic,hr CRO,DF,Sassuolo,25.0,1998.0,29.1,1476.0,196.0,700.0,729.0,53.0,15.0,1476.0,6.0,4.0,66.7,2.0,33.3,690.0,3537.0,2051.0,19.0,8.0,1.0,10.0,0.0,824.0,11.0,Matches
196,197,Giovanni Fabbian,it ITA,MFFW,Bologna,20.0,2003.0,11.7,425.0,9.0,78.0,208.0,144.0,47.0,425.0,24.0,12.0,50.0,11.0,45.8,209.0,1275.0,491.0,11.0,10.0,5.0,22.0,13.0,290.0,41.0,Matches
197,198,Nicolò Fagioli,it ITA,MF,Juventus,22.0,2001.0,4.9,263.0,3.0,38.0,143.0,84.0,5.0,263.0,7.0,3.0,42.9,2.0,28.6,167.0,775.0,326.0,8.0,6.0,1.0,10.0,4.0,191.0,15.0,Matches
198,199,Wladimiro Falcone,it ITA,GK,Lecce,28.0,1995.0,38.0,1250.0,1113.0,1246.0,4.0,0.0,0.0,1250.0,0.0,0.0,,0.0,,708.0,4067.0,2547.0,0.0,1.0,1.0,1.0,0.0,568.0,0.0,Matches
199,200,Davide Faraoni,it ITA,DF,Hellas Verona,31.0,1991.0,6.7,386.0,20.0,94.0,194.0,102.0,12.0,386.0,7.0,3.0,42.9,4.0,57.1,190.0,782.0,400.0,13.0,8.0,1.0,14.0,2.0,211.0,31.0,Matches
200,201,Davide Faraoni,it ITA,DF,Fiorentina,31.0,1991.0,4.4,298.0,15.0,72.0,153.0,73.0,4.0,298.0,4.0,1.0,25.0,3.0,75.0,159.0,842.0,408.0,7.0,1.0,1.0,4.0,2.0,176.0,16.0,Matches
201,202,Federico Fazio,ar ARG,DF,Salernitana,36.0,1987.0,15.1,773.0,134.0,403.0,346.0,27.0,17.0,773.0,2.0,2.0,100.0,0.0,0.0,325.0,1521.0,825.0,2.0,0.0,0.0,8.0,3.0,370.0,2.0,Matches
202,203,Jacopo Fazzini,it ITA,MF,Empoli,20.0,2003.0,13.7,714.0,24.0,160.0,324.0,242.0,36.0,714.0,41.0,20.0,48.8,17.0,41.5,364.0,2063.0,939.0,24.0,19.0,7.0,32.0,21.0,382.0,51.0,Matches
