,_Rk,_Player,_Nation,_Pos,_Squad,_Age,_Born,_90s,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,_Int,_Tkl+Int,_Clr,_Err,Matches
366,367,Yohann Magnin,fr FRA,MF,Clermont Foot,25,1997,26.7,89,54,37,45,7,54,106,50.9,52,50,12,38,25,114,46,0,Matches
367,368,Lovro Majer,hr CRO,MFFW,Rennes,24,1998,18.5,34,23,16,13,5,8,29,27.6,21,21,1,20,21,55,5,1,Matches
368,369,Jean-Victor Makengo,fr FRA,MF,Lorient,24,1998,11.8,16,8,5,10,1,6,20,30.0,14,8,5,3,10,26,13,1,Matches
369,370,Béni Makouana,cg CGO,FWMF,Montpellier,19,2002,2.2,1,0,0,1,0,0,2,0.0,2,3,1,2,0,1,1,0,Matches
370,371,Ruslan Malinovskyi,ua UKR,MFFW,Marseille,29,1993,13.6,21,11,3,12,6,10,26,38.5,16,13,1,12,3,24,9,0,Matches
371,372,Hianga Mananga Mbock,fr FRA,MF,Brest,22,1999,0.2,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,Matches
372,373,Steve Mandanda,fr FRA,GK,Rennes,37,1985,33.5,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,9,3,Matches
373,374,Thomas Mangani,fr FRA,MF,Ajaccio,35,1987,14.8,32,17,14,15,3,18,47,38.3,29,22,3,19,24,56,22,1,Matches
374,375,Vito Mannone,it ITA,GK,Lorient,34,1988,17.9,0,0,0,0,0,0,0,,0,0,0,0,0,0,4,3,Matches
375,376,Myziane Maolida,km COM,MFFW,Reims,23,1999,2.6,8,3,2,5,1,5,12,41.7,7,1,0,1,2,10,0,0,Matches
376,377,Faitout Maouassa,fr FRA,FWDF,Montpellier,24,1998,21.4,52,32,26,20,6,18,41,43.9,23,31,3,28,20,72,23,0,Matches
377,378,Vincent Marchetti,fr FRA,MF,Ajaccio,25,1997,27.2,55,26,29,19,7,25,68,36.8,43,23,3,20,19,74,31,0,Matches
378,379,Guillermo Maripán,cl CHI,DF,Monaco,28,1994,24.0,46,26,26,20,0,17,33,51.5,16,39,27,12,38,84,87,0,Matches
379,380,Marquinhos,br BRA,DF,Paris S-G,28,1994,30.2,33,25,18,12,3,18,26,69.2,8,43,27,16,23,56,83,2,Matches
380,381,Jonas Martin,fr FRA,MF,Lille,32,1990,3.1,9,7,4,5,0,5,14,35.7,9,3,1,2,7,16,3,0,Matches
381,382,Gelson Martins,pt POR,MFFW,Monaco,27,1995,3.8,15,8,6,4,5,4,13,30.8,9,4,1,3,3,18,2,0,Matches
382,383,Han-Noah Massengo,fr FRA,MF,Auxerre,21,2001,12.4,27,15,10,15,2,7,16,43.8,9,12,3,9,14,41,7,0,Matches
383,384,Yanis Massolin,fr FRA,MF,Clermont Foot,19,2002,0.7,2,1,1,0,1,0,1,0.0,1,1,0,1,2,4,0,0,Matches
384,385,Eliot Matazo,be BEL,MF,Monaco,20,2002,13.1,26,12,11,13,2,11,26,42.3,15,18,4,14,15,41,11,1,Matches
385,386,Chrislain Matsima,fr FRA,DFMF,Lorient,20,2002,2.5,0,0,0,0,0,0,0,,0,3,3,0,2,2,7,0,Matches
386,387,Chrislain Matsima,fr FRA,DF,Monaco,20,2002,5.0,11,6,7,2,2,4,7,57.1,3,5,5,0,9,20,16,0,Matches
387,388,Jean Mattéo Bahoya,fr FRA,FWMF,Angers,17,2005,3.0,7,3,1,3,3,4,7,57.1,3,4,0,4,0,7,0,0,Matches
388,389,Azor Matusiwa,nl NED,MF,Reims,24,1998,27.6,66,41,30,29,7,36,61,59.0,25,37,11,26,46,112,52,0,Matches
389,390,Aïman Maurer,ma MAR,MF,Clermont Foot,17,2004,5.6,2,1,1,1,0,1,10,10.0,9,1,0,1,3,5,5,0,Matches
390,391,Stephy Mavididi,eng ENG,FW,Montpellier,24,1998,14.3,24,19,12,8,4,13,27,48.1,14,21,1,20,4,28,10,0,Matches
391,392,Christian Mawissa,fr FRA,DF,Toulouse,17,2005,1.1,2,0,1,1,0,1,3,33.3,2,0,0,0,3,5,1,0,Matches
392,393,Fernand Mayembo,cg CGO,DF,Ajaccio,26,1996,7.9,8,5,6,2,0,4,9,44.4,5,2,0,2,11,19,36,0,Matches
393,394,Derek Mazou-Sacko,fr FRA,MF,Troyes,17,2004,0.2,0,0,0,0,0,0,1,0.0,1,1,0,1,1,1,1,0,Matches
394,395,Kylian Mbappé,fr FRA,FW,Paris S-G,23,1998,31.3,10,4,0,5,5,5,16,31.3,11,5,0,5,5,15,6,0,Matches
395,396,Chancel Mbemba,cd COD,DF,Marseille,27,1994,31.7,43,26,24,17,2,22,31,71.0,9,25,12,13,42,85,89,0,Matches
396,397,Jason Mbock,fr FRA,MFFW,Angers,22,1999,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
397,398,Nathanael Mbuku,fr FRA,FWMF,Reims,20,2002,0.7,2,1,2,0,0,2,2,100.0,0,0,0,0,0,2,0,0,Matches
398,399,Facundo Medina,ar ARG,DF,Lens,23,1999,30.9,31,20,16,15,0,13,35,37.1,22,25,9,16,26,57,62,1,Matches
399,400,Bamo Meïté,ci CIV,DF,Lorient,20,2001,16.7,18,8,13,4,1,7,16,43.8,9,33,23,10,16,34,70,0,Matches
400,401,Farid El Melali,dz ALG,DFFW,Angers,25,1997,9.0,21,12,7,12,2,11,22,50.0,11,16,0,16,8,29,7,0,Matches
401,402,Birger Meling,no NOR,DF,Rennes,27,1994,13.4,24,15,9,12,3,12,25,48.0,13,18,2,16,23,47,26,0,Matches
402,403,Nuno Mendes,pt POR,DF,Paris S-G,20,2002,17.2,45,30,29,12,4,30,41,73.2,11,19,3,16,17,62,18,0,Matches
403,404,Pedro Mendes,pt POR,DF,Montpellier,31,1990,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,Matches
404,405,Thiago Mendes,br BRA,MFDF,Lyon,30,1992,22.9,48,27,24,21,3,30,40,75.0,10,28,8,20,47,95,51,4,Matches
405,406,Antoine Mendy,fr FRA,DF,Nice,18,2004,5.8,22,13,16,5,1,9,15,60.0,6,6,1,5,2,24,16,0,Matches
406,407,Arial Mendy,sn SEN,DF,Clermont Foot,27,1994,2.5,4,2,3,0,1,2,2,100.0,0,2,0,2,4,8,4,0,Matches
407,408,Batista Mendy,fr FRA,MFDF,Angers,22,2000,31.8,70,30,34,28,8,37,53,69.8,16,38,6,32,21,91,29,2,Matches
408,409,Gideon Mensah,gh GHA,DF,Auxerre,24,1998,25.1,80,44,43,32,5,44,77,57.1,33,33,10,23,38,118,41,0,Matches
409,410,Quentin Merlin,fr FRA,DF,Nantes,20,2002,19.9,31,19,19,8,4,18,38,47.4,20,27,4,23,24,55,30,0,Matches
410,411,Lionel Messi,ar ARG,FWMF,Paris S-G,35,1987,31.5,26,18,1,13,12,11,27,40.7,16,11,0,11,2,28,0,0,Matches
411,412,Amine Messoussa,fr FRA,FW,Lille,17,2004,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
412,413,Arkadiusz Milik,pl POL,FW,Marseille,28,1994,1.4,1,1,0,0,1,0,1,0.0,1,0,0,0,0,1,2,0,Matches
413,414,Takumi Minamino,jp JPN,MFFW,Monaco,27,1995,8.0,15,8,5,7,3,7,35,20.0,28,14,0,14,6,21,4,0,Matches
414,415,Terem Moffi,ng NGA,FW,Nice,23,1999,14.8,12,6,0,6,6,2,12,16.7,10,3,0,3,2,14,5,0,Matches
415,416,Terem Moffi,ng NGA,FW,Lorient,23,1999,15.4,8,5,1,4,3,3,5,60.0,2,11,3,8,3,11,10,0,Matches
416,417,Mostafa Mohamed,eg EGY,FW,Nantes,24,1997,21.5,18,13,5,7,6,9,20,45.0,11,23,1,22,10,28,33,0,Matches
417,418,Florent Mollet,fr FRA,MF,Nantes,30,1991,12.1,14,6,5,4,5,7,24,29.2,17,12,1,11,10,24,11,0,Matches
418,419,Marlos Moreno,co COL,MFDF,Troyes,25,1996,0.1,2,2,2,0,0,2,3,66.7,1,1,1,0,0,2,0,0,Matches
419,420,Lebo Mothiba,za RSA,FWMF,Strasbourg,26,1996,4.8,1,0,1,0,0,0,1,0.0,1,6,1,5,0,1,4,0,Matches
420,421,Steve Mounié,bj BEN,FW,Brest,27,1994,18.4,13,5,1,7,5,5,14,35.7,9,18,7,11,3,16,20,0,Matches
421,422,Bevic Moussiti-Oko,cg CGO,FW,Ajaccio,27,1995,7.8,3,1,1,1,1,1,2,50.0,1,5,3,2,2,5,8,0,Matches
422,423,Samuel Moutoussamy,cd COD,MF,Nantes,25,1996,26.7,64,34,27,28,9,26,76,34.2,50,23,2,21,24,88,15,0,Matches
423,424,François Mughe,cm CMR,MF,Marseille,18,2004,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
424,425,Nordi Mukiele,fr FRA,DF,Paris S-G,24,1997,12.6,31,23,16,6,9,19,29,65.5,10,22,9,13,14,45,16,0,Matches
425,426,Marshall Munetsi,zw ZIM,MF,Reims,26,1996,30.0,58,27,13,31,14,20,48,41.7,28,37,11,26,26,84,41,1,Matches
426,427,Yvon Mvogo,ch SUI,GK,Lorient,28,1994,20.1,0,0,0,0,0,0,0,,0,0,0,0,2,2,6,3,Matches
427,428,Nathan N'Goumou,fr FRA,FW,Toulouse,22,2000,1.0,3,2,2,1,0,1,1,100.0,0,2,0,2,2,5,0,0,Matches
428,429,Youssouf Ndayishimiye,bi BDI,MFDF,Nice,23,1998,6.3,13,9,8,5,0,6,11,54.5,5,8,5,3,12,25,22,1,Matches
429,430,Papa Ndiaga Yade,mr MTN,DFMF,Troyes,22,2000,6.3,10,6,6,2,2,7,22,31.8,15,10,2,8,8,18,10,0,Matches
430,431,Neymar,br BRA,MFFW,Paris S-G,30,1992,17.2,22,14,6,9,7,9,19,47.4,10,7,1,6,4,26,1,1,Matches
431,432,Ibrahima Niane,sn SEN,FW,Angers,23,1999,12.6,6,2,1,4,1,1,6,16.7,5,8,2,6,1,7,9,0,Matches
432,433,M'Baye Niang,sn SEN,FW,Auxerre,27,1994,16.5,13,7,1,8,4,3,13,23.1,10,22,1,21,1,14,20,0,Matches
433,434,Rasmus Nicolaisen,dk DEN,DF,Toulouse,25,1997,33.3,48,21,34,14,0,29,46,63.0,17,58,45,13,50,98,152,0,Matches
434,435,Arnaud Nordin,fr FRA,FW,Montpellier,24,1998,26.7,26,14,10,12,4,12,28,42.9,16,19,1,18,14,40,7,0,Matches
435,436,Riad Nouri,fr FRA,MFFW,Ajaccio,37,1985,18.8,21,12,7,10,4,12,29,41.4,17,8,1,7,15,36,11,0,Matches
436,437,Alexander Nübel,de GER,GK,Monaco,25,1996,38.0,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,10,3,Matches
437,438,Gerzino Nyamsi,fr FRA,DF,Strasbourg,25,1997,17.5,28,20,14,12,2,10,12,83.3,2,19,11,8,10,38,63,1,Matches
438,439,Wilson Odobert,fr FRA,MFFW,Troyes,17,2004,19.6,20,14,10,7,3,9,25,36.0,16,11,0,11,15,35,5,0,Matches
439,440,Florent Ogier,fr FRA,DF,Clermont Foot,33,1989,18.9,33,16,20,12,1,22,39,56.4,17,22,13,9,18,51,64,1,Matches
440,441,Warmed Omari,fr FRA,DF,Rennes,22,2000,15.1,20,11,14,6,0,14,28,50.0,14,13,7,6,17,37,43,1,Matches
441,442,Jonas Omlin,ch SUI,GK,Montpellier,28,1994,13.0,1,0,1,0,0,0,0,,0,0,0,0,0,1,8,1,Matches
442,443,Ado Onaiwu,jp JPN,FW,Toulouse,26,1995,12.0,11,6,4,4,3,5,13,38.5,8,5,1,4,2,13,5,0,Matches
443,444,Jean Onana,cm CMR,MFDF,Lens,22,2000,9.0,28,17,8,17,3,10,22,45.5,12,15,5,10,18,46,20,0,Matches
444,445,Loïs Openda,be BEL,FW,Lens,22,2000,28.0,11,9,2,6,3,2,13,15.4,11,9,0,9,2,13,6,0,Matches
445,446,Dango Ouattara,bf BFA,FWMF,Lorient,20,2002,17.2,41,26,20,11,10,15,28,53.6,13,24,6,18,19,60,21,0,Matches
446,447,Zinédine Ould Khaled,fr FRA,MFFW,Angers,22,2000,0.6,1,1,0,1,0,0,1,0.0,1,0,0,0,2,3,0,0,Matches
447,448,Azzedine Ounahi,ma MAR,MFFW,Marseille,22,2000,1.3,2,1,1,1,0,0,2,0.0,2,1,0,1,0,2,0,0,Matches
448,449,Azzedine Ounahi,ma MAR,MFFW,Angers,22,2000,12.5,19,8,5,13,1,10,20,50.0,10,8,0,8,15,34,4,1,Matches
449,450,Adam Ounas,dz ALG,FWMF,Lille,25,1996,11.8,20,11,4,10,6,8,13,61.5,5,16,0,16,7,27,5,0,Matches
450,451,Ante Palaversa,hr CRO,MF,Troyes,22,2000,0.3,1,1,1,0,0,0,0,,0,0,0,0,1,2,0,0,Matches
451,452,Nicolas Pallois,fr FRA,DF,Nantes,34,1987,24.6,69,44,51,16,2,42,70,60.0,28,35,18,17,30,99,131,2,Matches
452,453,Erik Palmer-Brown,us USA,DF,Troyes,25,1997,35.5,42,27,31,10,1,18,33,54.5,15,56,29,27,26,68,166,1,Matches
453,454,Lucas Paquetá,br BRA,MF,Lyon,24,1997,1.8,5,4,0,5,0,1,3,33.3,2,2,0,2,1,6,3,0,Matches
454,455,Leandro Paredes,ar ARG,MF,Paris S-G,28,1994,0.6,1,1,1,0,0,1,1,100.0,0,2,1,1,1,2,0,0,Matches
455,456,Dimitri Payet,fr FRA,MFFW,Marseille,35,1987,9.3,6,4,2,2,2,3,10,30.0,7,4,0,4,0,6,4,0,Matches
456,457,Théo Pellenard,fr FRA,DF,Auxerre,28,1994,1.1,1,0,1,0,0,1,1,100.0,0,3,1,2,2,3,2,0,Matches
457,458,Timothee Pembele,fr FRA,DF,Paris S-G,19,2002,2.9,5,5,3,1,1,2,4,50.0,2,2,0,2,4,9,2,0,Matches
458,459,Patrick Pentz,at AUT,GK,Reims,25,1997,7.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
459,460,Nicolas Pépé,ci CIV,FWMF,Nice,27,1995,16.6,25,13,14,5,6,11,25,44.0,14,17,0,17,3,28,1,0,Matches
460,461,Brayann Pereira,fr FRA,DF,Auxerre,19,2003,2.0,6,5,5,1,0,1,5,20.0,4,2,2,0,2,8,8,1,Matches
461,462,Danilo Pereira,pt POR,DFMF,Paris S-G,30,1991,26.8,32,17,15,14,3,19,26,73.1,7,26,19,7,36,68,59,1,Matches
462,463,Mathias Pereira Lage,pt POR,MFFW,Brest,25,1996,14.0,20,7,5,14,1,11,29,37.9,18,10,1,9,14,34,12,0,Matches
463,464,Gaëtan Perrin,fr FRA,MFFW,Auxerre,26,1996,15.5,17,8,5,6,6,8,30,26.7,22,15,0,15,10,27,9,0,Matches
464,465,Lucas Perrin,fr FRA,DF,Strasbourg,23,1998,19.6,44,27,28,14,2,25,49,51.0,24,13,5,8,36,80,53,0,Matches
465,466,Ronaël Pierre-Gabriel,fr FRA,DF,Strasbourg,24,1998,7.3,25,18,11,12,2,15,17,88.2,2,16,3,13,9,34,22,0,Matches
466,467,Julien Ponceau,fr FRA,MF,Lorient,21,2000,18.4,28,19,10,14,4,10,32,31.3,22,27,3,24,14,42,12,0,Matches
467,468,Łukasz Poręba,pl POL,MF,Lens,22,2000,2.9,5,4,2,1,2,2,3,66.7,1,3,0,3,4,9,2,0,Matches
468,469,Jackson Porozo,ec ECU,DF,Troyes,21,2000,18.0,32,20,24,7,1,13,31,41.9,18,24,17,7,33,65,75,0,Matches
469,470,Sanjin Prcić,ba BIH,MF,Strasbourg,28,1993,18.1,27,12,6,16,5,19,31,61.3,12,22,7,15,25,52,22,0,Matches
470,471,Mehdi Puch Herrantz,fr FRA,MF,Ajaccio,18,2004,0.5,2,2,0,1,1,1,2,50.0,1,1,0,1,3,5,0,0,Matches
471,472,Ghjuvanni Quilichini,fr FRA,GK,Ajaccio,19,2002,0.9,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
472,473,Ionuț Radu,ro ROU,GK,Auxerre,25,1997,17.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,3,Matches
473,474,Simon Ramet,fr FRA,DF,Lille,19,2003,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
474,475,Adil Rami,fr FRA,DF,Troyes,36,1985,17.7,19,14,13,5,1,17,32,53.1,15,23,16,7,25,44,75,3,Matches
475,476,Sergio Ramos,es ESP,DF,Paris S-G,36,1986,30.0,34,26,14,18,2,23,44,52.3,21,29,13,16,34,68,93,3,Matches
476,477,Aaron Ramsey,wls WAL,MF,Nice,31,1990,17.6,47,25,18,19,10,16,39,41.0,23,25,4,21,17,64,18,1,Matches
477,478,Lilian Raolisoa,fr FRA,DFMF,Angers,22,2000,1.9,11,9,6,3,2,7,10,70.0,3,3,1,2,3,14,5,0,Matches
478,479,Elba Rashani,xk KVX,MFFW,Clermont Foot,29,1993,24.0,39,26,13,19,7,13,39,33.3,26,27,2,25,21,60,19,0,Matches
479,480,Rafael Ratão,br BRA,FWMF,Toulouse,26,1995,20.6,52,36,29,16,7,27,73,37.0,46,34,0,34,21,73,7,0,Matches
480,481,Rayan Raveloson,mg MAD,DFMF,Auxerre,25,1997,27.0,38,23,21,16,1,23,33,69.7,10,43,12,31,39,77,70,0,Matches
481,482,Jeff Reine-Adélaïde,fr FRA,MF,Troyes,24,1998,2.6,3,2,2,1,0,1,2,50.0,1,2,0,2,2,5,1,0,Matches
482,483,Jeff Reine-Adélaïde,fr FRA,MF,Lyon,24,1998,3.7,8,5,1,5,2,5,9,55.6,4,4,0,4,6,14,0,0,Matches
483,484,Alexsandro Ribeiro,br BRA,DF,Lille,22,1999,17.9,32,18,24,7,1,19,28,67.9,9,11,2,9,25,57,59,1,Matches
484,485,Rémy Riou,fr FRA,GK,Lyon,34,1987,6.7,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,3,0,Matches
485,486,Renaud Ripart,fr FRA,FWMF,Troyes,29,1993,14.7,40,23,14,20,6,19,52,36.5,33,29,2,27,7,47,5,0,Matches
486,487,Joe Rodon,wls WAL,DF,Rennes,24,1997,15.7,11,7,9,2,0,4,10,40.0,6,16,12,4,9,20,54,1,Matches
487,488,Valentin Rongier,fr FRA,MF,Marseille,27,1994,33.7,93,59,33,47,13,41,77,53.2,36,50,11,39,54,147,38,1,Matches
488,489,Pablo Rosario,nl NED,MFDF,Nice,25,1997,19.6,46,26,22,20,4,18,34,52.9,16,15,5,10,23,69,32,1,Matches
489,490,Anthony Rouault,fr FRA,DF,Toulouse,21,2001,36.8,66,37,54,10,2,30,58,51.7,28,52,26,26,56,122,126,4,Matches
490,491,Kays Ruiz,ma MAR,MF,Auxerre,19,2002,0.7,1,1,1,0,0,0,1,0.0,1,2,1,1,3,4,0,0,Matches
491,492,Fabián Ruiz Peña,es ESP,MF,Paris S-G,26,1996,21.0,62,28,25,30,7,43,79,54.4,36,24,1,23,18,80,23,1,Matches
492,493,Halid Šabanović,ba BIH,DF,Angers,22,1999,7.1,8,6,7,1,0,6,8,75.0,2,8,2,6,8,16,12,0,Matches
493,494,Falaye Sacko,ml MLI,DF,Montpellier,27,1995,28.7,46,25,25,15,6,32,51,62.7,19,43,14,29,33,79,75,1,Matches
494,495,Wesley Saïd,fr FRA,FWMF,Lens,27,1995,7.2,4,1,1,2,1,2,6,33.3,4,4,0,4,1,5,2,0,Matches
495,496,Théo Sainte-Luce,fr FRA,DF,Montpellier,23,1998,5.9,13,11,8,5,0,7,14,50.0,7,7,2,5,10,23,11,0,Matches
496,497,Hamza Sakhi,fr FRA,MF,Auxerre,26,1996,18.4,44,22,22,17,5,22,42,52.4,20,16,1,15,25,69,9,0,Matches
497,498,Mamadou Sakho,fr FRA,DF,Montpellier,32,1990,8.5,9,5,4,5,0,3,5,60.0,2,17,12,5,8,17,35,1,Matches
498,499,Ibrahim Salah,ma MAR,FWMF,Rennes,20,2001,2.5,8,1,5,3,0,2,15,13.3,13,3,0,3,2,10,0,0,Matches
499,500,Amine Salama,fr FRA,FWMF,Angers,22,2000,13.9,11,9,3,7,1,2,12,16.7,10,8,2,6,10,21,2,0,Matches
500,501,Yoann Salmier,gf GUF,DF,Troyes,29,1992,29.4,51,29,34,12,5,21,35,60.0,14,34,19,15,39,90,124,0,Matches
501,502,Mama Samba Baldé,gw GNB,FW,Troyes,26,1995,29.6,46,21,14,21,11,13,28,46.4,15,30,3,27,10,56,13,0,Matches
502,503,Brice Samba,fr FRA,GK,Lens,28,1994,37.0,1,0,1,0,0,1,2,50.0,1,1,0,1,0,1,12,2,Matches
503,504,Renato Sanches,pt POR,MF,Paris S-G,24,1997,8.0,8,1,1,3,4,5,14,35.7,9,13,3,10,9,17,4,0,Matches
504,505,Alexis Sánchez,cl CHI,FWMF,Marseille,33,1988,29.8,27,17,5,16,6,3,24,12.5,21,14,0,14,5,32,6,0,Matches
505,506,Morgan Sanson,fr FRA,MF,Strasbourg,27,1994,15.8,36,25,10,16,10,17,56,30.4,39,21,1,20,22,58,9,0,Matches
506,507,Baptiste Santamaria,fr FRA,MF,Rennes,27,1995,20.1,41,22,13,23,5,21,41,51.2,20,21,5,16,21,62,23,0,Matches
507,508,Pablo Sarabia,es ESP,FWMF,Paris S-G,30,1992,4.1,5,4,2,2,1,1,7,14.3,6,3,0,3,2,7,0,0,Matches
508,509,Amin Sarr,se SWE,FW,Lyon,21,2001,6.0,9,6,1,4,4,1,4,25.0,3,2,0,2,0,9,4,0,Matches
509,510,Malang Sarr,fr FRA,DF,Monaco,23,1999,8.0,6,3,5,1,0,1,5,20.0,4,11,7,4,15,21,29,2,Matches
510,511,Mamadou Sarr,fr FRA,MF,Lyon,16,2005,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
511,512,Téji Savanier,fr FRA,MF,Montpellier,30,1991,28.3,46,30,16,19,11,23,70,32.9,47,30,2,28,30,76,12,1,Matches
512,513,Kasper Schmeichel,dk DEN,GK,Nice,35,1986,36.0,1,0,1,0,0,1,4,25.0,3,1,0,1,1,2,11,1,Matches
513,514,Alidu Seidu,gh GHA,DF,Clermont Foot,22,2000,27.3,52,31,35,14,3,31,51,60.8,20,28,14,14,52,104,50,2,Matches
514,515,Matz Sels,be BEL,GK,Strasbourg,30,1992,38.0,4,3,4,0,0,4,4,100.0,0,0,0,0,4,8,23,0,Matches
515,516,Marvin Senaya,tg TOG,DF,Strasbourg,21,2001,0.1,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,1,0,Matches
516,517,Kaj Sierhuis,nl NED,FWMF,Reims,24,1998,2.4,3,3,1,0,2,0,5,0.0,5,3,1,2,1,4,2,0,Matches
517,518,Vincent Sierro,ch SUI,MF,Toulouse,26,1995,7.4,19,11,9,9,1,11,29,37.9,18,12,3,9,4,23,11,1,Matches
518,519,Caio Henrique Oliveira Silva,br BRA,DF,Monaco,25,1997,32.2,74,51,42,28,4,44,76,57.9,32,28,8,20,26,100,68,1,Matches
519,520,Abdallah Sima,sn SEN,FW,Angers,21,2001,20.4,22,13,4,15,3,7,19,36.8,12,8,0,8,4,26,19,0,Matches
520,521,Moses Simon,ng NGA,FWMF,Nantes,27,1995,26.1,18,9,6,7,5,7,15,46.7,8,14,1,13,11,29,3,0,Matches
521,522,Lassine Sinayoko,ml MLI,MFFW,Auxerre,22,1999,17.4,33,15,14,12,7,21,40,52.5,19,12,0,12,18,51,17,0,Matches
522,523,Ibrahima Sissoko,ml MLI,MF,Strasbourg,24,1997,14.6,40,22,18,17,5,22,42,52.4,20,20,6,14,10,50,19,0,Matches
523,524,Moussa Sissoko,fr FRA,MF,Nantes,32,1989,21.3,26,16,16,7,3,12,18,66.7,6,22,5,17,16,42,17,0,Matches
524,525,Naatan Skyttä,fi FIN,MF,Toulouse,20,2002,0.3,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,Matches
525,526,Islam Slimani,dz ALG,FW,Brest,34,1988,11.0,5,3,2,2,1,0,3,0.0,3,2,0,2,1,6,11,0,Matches
526,527,Eduard Sobol,ua UKR,DF,Strasbourg,27,1995,9.7,19,10,10,6,3,9,13,69.2,4,10,1,9,8,27,19,0,Matches
527,528,Carlos Soler,es ESP,MF,Paris S-G,25,1997,13.2,20,12,6,10,4,10,19,52.6,9,12,4,8,4,24,6,0,Matches
528,529,François-Joseph Sollacaro,fr FRA,GK,Ajaccio,28,1994,6.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,2,Matches
529,530,Florian Sotoca,fr FRA,MFFW,Lens,31,1990,33.9,39,19,11,17,11,15,40,37.5,25,41,2,39,29,68,51,0,Matches
530,531,Moussa Soumano,fr FRA,FW,Ajaccio,17,2005,5.5,2,2,0,1,1,0,6,0.0,6,2,0,2,0,2,0,0,Matches
531,532,Arnaud Souquet,fr FRA,DFFW,Montpellier,30,1992,4.0,22,16,13,7,2,11,14,78.6,3,8,3,5,4,26,4,0,Matches
532,533,Kevin Spadanuda,ch SUI,MFFW,Ajaccio,25,1997,11.8,29,18,15,9,5,12,33,36.4,21,18,0,18,11,40,5,0,Matches
533,534,Djed Spence,eng ENG,DF,Rennes,21,2000,6.4,14,6,8,2,4,11,18,61.1,7,10,3,7,4,18,15,0,Matches
534,535,Stijn Spierings,nl NED,MF,Toulouse,26,1996,34.7,95,67,37,49,9,43,101,42.6,58,49,11,38,53,148,44,0,Matches
535,536,Calvin Stengs,nl NED,FW,Nice,23,1998,2.4,2,2,1,0,1,1,2,50.0,1,0,0,0,0,2,0,0,Matches
536,537,Tony Strata,fr FRA,MFDF,Ajaccio,17,2004,1.5,4,3,4,0,0,4,5,80.0,1,2,0,2,1,5,7,0,Matches
537,538,Gabriel Suazo,cl CHI,DF,Toulouse,24,1997,14.0,38,22,20,15,3,29,63,46.0,34,21,5,16,22,60,24,1,Matches
538,539,Kamaldeen Sulemana,gh GHA,FWMF,Rennes,20,2002,3.6,6,3,1,4,1,1,5,20.0,4,2,0,2,4,10,2,0,Matches
539,540,Yuito Suzuki,jp JPN,FWMF,Strasbourg,20,2001,0.4,0,0,0,0,0,0,0,,0,3,0,3,0,0,0,0,Matches
540,541,Issiaga Sylla,gn GUI,DF,Montpellier,28,1994,14.5,28,16,19,8,1,15,31,48.4,16,19,3,16,32,60,35,0,Matches
541,542,Issiaga Sylla,gn GUI,DF,Toulouse,28,1994,15.2,28,15,14,9,5,15,34,44.1,19,15,5,10,38,66,38,0,Matches
542,543,Nicolás Tagliafico,ar ARG,DF,Lyon,29,1992,33.2,91,53,36,41,14,50,78,64.1,28,45,11,34,57,148,47,0,Matches
543,544,Waniss Taibi,fr FRA,MF,Angers,20,2002,2.1,9,5,4,4,1,2,4,50.0,2,1,0,1,2,11,2,0,Matches
544,545,Flavien Tait,fr FRA,MF,Rennes,29,1993,18.7,30,15,8,17,5,19,42,45.2,23,16,4,12,20,50,12,0,Matches
545,546,Montassar Talbi,tn TUN,DF,Lorient,24,1998,38.0,53,25,40,13,0,22,35,62.9,13,55,34,21,40,93,190,3,Matches
546,547,Thibault Tamas,fr FRA,DF,Montpellier,21,2001,0.1,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,Matches
547,548,Florian Tardieu,fr FRA,MF,Troyes,30,1992,11.2,31,20,19,12,0,12,31,38.7,19,19,4,15,23,54,15,0,Matches
548,549,Nuno Tavares,pt POR,DFMF,Marseille,22,2000,26.1,56,30,19,24,13,28,55,50.9,27,32,4,28,15,71,25,0,Matches
