,_Rk,_Player,_Nation,_Pos,_Squad,_Age,_Born,_90s,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,_Int,_Tkl+Int,_Clr,_Err,Matches
343,344,Jaime Mata,es ESP,FWMF,Getafe,34.0,1988.0,19.9,24,15,12,8,4,11,26,42.3,15,18,1,17,17,41,31,0,Matches
344,345,Luís Maximiano,pt POR,GK,Almería,24.0,1999.0,33.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,19,2,Matches
345,346,Borja Mayoral,es ESP,FW,Getafe,26.0,1997.0,23.9,9,5,2,2,5,5,22,22.7,17,7,0,7,4,13,16,0,Matches
346,347,Mamadou Mbaye,sn SEN,DF,Cádiz,25.0,1998.0,3.2,6,3,3,3,0,2,5,40.0,3,10,7,3,5,11,26,0,Matches
347,348,Hannibal Mejbri,tn TUN,MF,Sevilla,20.0,2003.0,1.2,3,3,1,2,0,0,1,0.0,1,1,0,1,0,3,0,0,Matches
348,349,Óscar Melendo,es ESP,MFFW,Granada,25.0,1997.0,12.5,14,6,4,10,0,4,12,33.3,8,13,0,13,5,19,4,1,Matches
349,350,Gonzalo Melero,es ESP,MFFW,Almería,29.0,1994.0,12.3,14,8,7,5,2,7,19,36.8,12,12,4,8,4,18,11,0,Matches
350,351,Memphis,nl NED,FW,Atlético Madrid,29.0,1994.0,9.9,5,2,0,3,2,3,6,50.0,3,2,0,2,1,6,0,0,Matches
351,352,Houboulang Mendes,gw GNB,DF,Almería,25.0,1998.0,4.4,16,13,11,5,0,8,16,50.0,8,4,2,2,1,17,17,1,Matches
352,353,Tomás Mendes,es ESP,MF,Alavés,18.0,2004.0,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
353,354,Brais Méndez,es ESP,MFFW,Real Sociedad,26.0,1997.0,26.8,42,28,13,20,9,15,43,34.9,28,23,4,19,12,54,21,0,Matches
354,355,Bruno Méndez,uy URU,DF,Granada,23.0,1999.0,14.8,36,17,19,12,5,21,37,56.8,16,24,6,18,26,62,45,0,Matches
355,356,Diego Méndez,es ESP,MF,Rayo Vallecano,19.0,2003.0,0.1,1,1,1,0,0,1,1,100.0,0,0,0,0,1,2,0,0,Matches
356,357,Ferland Mendy,fr FRA,DF,Real Madrid,28.0,1995.0,19.1,15,10,12,2,1,11,14,78.6,3,12,2,10,13,28,26,1,Matches
357,358,Jorge Meré,es ESP,DF,Cádiz,26.0,1997.0,7.5,8,7,6,2,0,4,7,57.1,3,5,3,2,8,16,33,0,Matches
358,359,Mikel Merino,es ESP,MF,Real Sociedad,27.0,1996.0,27.6,77,43,25,34,18,22,48,45.8,26,36,11,25,16,93,55,3,Matches
359,360,Omenuke Mfulu,cd COD,MFFW,Las Palmas,29.0,1994.0,0.9,4,3,3,1,0,0,1,0.0,1,1,1,0,2,6,5,0,Matches
360,361,Miguel,es ESP,FWMF,Alavés,23.0,1999.0,0.7,0,0,0,0,0,0,0,,0,2,0,2,0,0,0,0,Matches
361,362,Éder Militão,br BRA,DF,Real Madrid,25.0,1998.0,5.5,7,3,4,3,0,6,9,66.7,3,4,3,1,4,11,19,1,Matches
362,363,Luis Milla,es ESP,MF,Getafe,28.0,1994.0,23.5,57,33,19,28,10,28,47,59.6,19,20,1,19,32,89,10,0,Matches
363,364,Marko Milovanović,rs SRB,FWMF,Almería,19.0,2003.0,3.4,4,4,1,3,0,2,4,50.0,2,2,0,2,0,4,5,0,Matches
364,365,Óscar Mingueza,es ESP,DFMF,Celta Vigo,24.0,1999.0,33.3,62,38,44,11,7,37,80,46.3,43,38,7,31,17,79,49,2,Matches
365,366,Ignasi Miquel,es ESP,DF,Granada,30.0,1992.0,33.2,47,30,39,6,2,23,40,57.5,17,32,16,16,45,92,132,4,Matches
366,367,Rafa Mir,es ESP,FWMF,Sevilla,26.0,1997.0,4.3,2,2,1,1,0,1,2,50.0,1,2,0,2,1,3,1,0,Matches
367,368,Juan Miranda,es ESP,DF,Betis,23.0,2000.0,20.6,38,24,21,13,4,17,31,54.8,14,31,6,25,19,57,62,0,Matches
368,369,Stefan Mitrović,rs SRB,DF,Getafe,33.0,1990.0,7.8,9,3,7,2,0,4,8,50.0,4,3,2,1,6,15,26,0,Matches
369,370,Luka Modrić,hr CRO,MF,Real Madrid,37.0,1985.0,18.8,22,15,10,6,6,9,25,36.0,16,13,4,9,21,43,9,0,Matches
370,371,Johan Mojica,co COL,DF,Osasuna,30.0,1992.0,22.7,30,22,11,15,4,16,25,64.0,9,15,2,13,21,51,40,2,Matches
371,372,Alberto Moleiro,es ESP,FWMF,Las Palmas,19.0,2003.0,20.0,15,6,4,7,4,6,30,20.0,24,11,0,11,7,22,10,0,Matches
372,373,Nahuel Molina,ar ARG,DF,Atlético Madrid,25.0,1998.0,20.6,38,22,16,18,4,26,54,48.1,28,19,3,16,9,47,36,1,Matches
373,374,Jon Moncayola,es ESP,MF,Osasuna,25.0,1998.0,20.0,27,18,14,10,3,17,42,40.5,25,31,5,26,15,42,21,0,Matches
374,375,César Montes,mx MEX,DF,Almería,26.0,1997.0,19.9,22,13,13,9,0,9,18,50.0,9,21,9,12,11,33,94,0,Matches
375,376,Álvaro Morata,es ESP,FW,Atlético Madrid,30.0,1992.0,21.2,16,10,4,7,5,3,5,60.0,2,18,3,15,1,17,26,0,Matches
376,377,Alberto Moreno,es ESP,DF,Villarreal,31.0,1992.0,16.5,31,21,19,10,2,10,30,33.3,20,12,2,10,24,55,33,0,Matches
377,378,Gerard Moreno,es ESP,FW,Villarreal,31.0,1992.0,24.6,25,12,10,7,8,11,25,44.0,14,24,7,17,9,34,24,0,Matches
378,379,Jorge Moreno,es ESP,DF,Osasuna,22.0,2001.0,0.2,0,0,0,0,0,0,0,,0,1,0,1,0,0,3,0,Matches
379,380,Ilaix Moriba,gn GUI,MFFW,Getafe,20.0,2003.0,6.7,20,11,3,11,6,4,9,44.4,5,3,1,2,4,24,10,0,Matches
380,381,Manu Morlanes,es ESP,MF,Mallorca,24.0,1999.0,17.9,50,29,23,26,1,23,53,43.4,30,13,1,12,20,70,21,0,Matches
381,382,Cristhian Mosquera,co COL,DF,Valencia,19.0,2004.0,34.2,57,34,36,18,3,25,39,64.1,14,42,23,19,36,93,137,2,Matches
382,383,Yerson Mosquera,co COL,DF,Villarreal,22.0,2001.0,13.7,27,13,18,7,2,12,15,80.0,3,12,2,10,17,44,65,0,Matches
383,384,Abdul Mumin,gh GHA,DF,Rayo Vallecano,25.0,1998.0,18.8,19,10,13,4,2,8,10,80.0,2,27,19,8,22,41,82,1,Matches
384,385,Iker Muniain,es ESP,MFFW,Athletic Club,30.0,1992.0,6.6,5,1,2,3,0,1,3,33.3,2,4,1,3,0,5,0,0,Matches
385,386,Aihen Muñoz,es ESP,DF,Real Sociedad,25.0,1997.0,12.5,36,21,20,10,6,24,35,68.6,11,16,8,8,9,45,33,0,Matches
386,387,Álvaro Muñoz,uy URU,FW,Real Madrid,19.0,2004.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
387,388,Iker Muñoz,es ESP,MF,Osasuna,20.0,2002.0,20.6,32,18,13,17,2,15,31,48.4,16,16,5,11,11,43,50,0,Matches
388,389,Javier Muñoz,es ESP,MF,Las Palmas,28.0,1995.0,29.3,42,23,14,22,6,16,44,36.4,28,40,4,36,20,62,29,1,Matches
389,390,Vedat Muriqi,xk KVX,FW,Mallorca,29.0,1994.0,25.9,11,6,4,3,4,2,14,14.3,12,11,4,7,6,17,26,0,Matches
390,391,Nacho,es ESP,DF,Real Madrid,33.0,1990.0,19.4,18,10,9,7,2,6,13,46.2,7,23,13,10,18,36,56,0,Matches
391,392,Matija Nastasić,rs SRB,DF,Mallorca,30.0,1993.0,25.1,35,17,26,9,0,24,32,75.0,8,33,20,13,29,64,114,0,Matches
392,393,Roberto Navarro,es ESP,MFFW,Cádiz,21.0,2002.0,21.0,46,29,20,21,5,22,43,51.2,21,33,0,33,19,65,7,1,Matches
393,394,Jesús Navas,es ESP,DF,Sevilla,37.0,1985.0,22.3,37,27,21,14,2,22,40,55.0,18,15,7,8,22,59,48,0,Matches
394,395,Álvaro Negredo,es ESP,FWMF,Cádiz,37.0,1985.0,0.6,0,0,0,0,0,0,0,,0,1,0,1,1,1,0,0,Matches
395,396,Carlos Neva,es ESP,DF,Granada,27.0,1996.0,35.0,32,21,22,9,1,17,40,42.5,23,39,14,25,30,62,108,2,Matches
396,397,Tanguy Nianzou,fr FRA,DF,Sevilla,21.0,2002.0,3.5,12,8,9,2,1,8,11,72.7,3,2,0,2,3,15,9,1,Matches
397,398,Saúl Ñíguez,es ESP,MF,Atlético Madrid,28.0,1994.0,15.3,64,39,29,29,6,30,49,61.2,19,36,9,27,14,78,56,0,Matches
398,399,Peru Nolaskoain,es ESP,DFMF,Athletic Club,24.0,1998.0,0.1,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,1,0,Matches
399,400,Randy Nteka,ao ANG,FWMF,Rayo Vallecano,25.0,1997.0,6.4,11,4,1,6,4,4,10,40.0,6,6,1,5,2,13,11,1,Matches
400,401,Unai Núñez,es ESP,DF,Celta Vigo,26.0,1997.0,31.1,51,28,30,19,2,23,49,46.9,26,38,24,14,52,103,153,3,Matches
401,402,Ørjan Nyland,no NOR,GK,Sevilla,32.0,1990.0,24.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,9,1,Matches
402,403,Jan Oblak,si SVN,GK,Atlético Madrid,30.0,1993.0,38.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,10,0,Matches
403,404,Brian Ocampo,uy URU,MFFW,Cádiz,24.0,1999.0,2.8,4,3,1,3,0,2,5,40.0,3,4,0,4,3,7,0,0,Matches
404,405,Lucas Ocampos,ar ARG,FWMF,Sevilla,29.0,1994.0,31.9,66,47,22,27,17,29,58,50.0,29,34,1,33,21,87,29,0,Matches
405,406,Álvaro Odriozola,es ESP,DF,Real Sociedad,27.0,1995.0,4.4,9,7,7,1,1,5,5,100.0,0,2,1,1,8,17,7,0,Matches
406,407,Aingeru Olabarrieta,es ESP,FW,Athletic Club,17.0,2005.0,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
407,408,Olasagasti,es ESP,MF,Real Sociedad,22.0,2000.0,4.0,16,13,4,7,5,5,8,62.5,3,2,0,2,3,19,5,1,Matches
408,409,Samuel Omorodion,es ESP,FW,Alavés,19.0,2004.0,21.3,6,3,1,4,1,0,4,0.0,4,11,2,9,1,7,14,0,Matches
409,410,Samuel Omorodion,es ESP,FW,Granada,19.0,2004.0,0.9,1,1,0,1,0,1,1,100.0,0,0,0,0,0,1,0,0,Matches
410,411,Aimar Oroz,es ESP,MF,Osasuna,21.0,2001.0,26.0,43,26,18,20,5,13,37,35.1,24,27,2,25,16,59,11,0,Matches
411,412,Eneko Ortiz,es ESP,DF,Alavés,20.0,2003.0,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
412,413,Asier Osambela,es ESP,MF,Osasuna,19.0,2004.0,0.1,2,1,0,1,1,0,0,,0,0,0,0,0,2,0,0,Matches
413,414,Milutin Osmajić,me MNE,MF,Cádiz,24.0,1999.0,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
414,415,Aiham Ousou,sy SYR,DF,Cádiz,23.0,2000.0,4.8,8,5,6,2,0,5,5,100.0,0,1,0,1,7,15,15,0,Matches
415,416,Jesús Owono,gq EQG,GK,Alavés,22.0,2001.0,4.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,Matches
416,417,Mikel Oyarzabal,es ESP,FWMF,Real Sociedad,26.0,1997.0,24.0,23,18,7,11,5,7,21,33.3,14,25,4,21,4,27,12,0,Matches
417,418,Cenk Özkacar,tr TUR,DF,Valencia,22.0,2000.0,17.8,26,15,22,4,0,15,23,65.2,8,18,7,11,18,44,84,1,Matches
418,419,Jon Pacheco,es ESP,DF,Real Sociedad,22.0,2001.0,17.0,25,15,21,4,0,14,22,63.6,8,17,6,11,10,35,53,1,Matches
419,420,Isaac Palazón Camacho,es ESP,MFFW,Rayo Vallecano,28.0,1994.0,31.0,46,25,16,21,9,20,58,34.5,38,29,2,27,16,62,41,0,Matches
420,421,Joaquín Panichelli,ar ARG,FWMF,Alavés,20.0,2002.0,2.5,3,3,1,1,1,1,2,50.0,1,1,0,1,1,4,4,0,Matches
421,422,Sokratis Papastathopoulos,gr GRE,DF,Betis,35.0,1988.0,12.6,21,14,16,5,0,13,17,76.5,4,15,9,6,6,27,60,0,Matches
422,423,Victor Parada,es ESP,FWMF,Alavés,21.0,2002.0,0.0,1,1,0,1,0,1,1,100.0,0,0,0,0,0,1,0,0,Matches
423,424,Aitor Paredes,es ESP,DF,Athletic Club,23.0,2000.0,30.0,20,11,11,9,0,7,14,50.0,7,23,11,12,33,53,104,0,Matches
424,425,Daniel Parejo,es ESP,MF,Villarreal,34.0,1989.0,28.7,43,30,16,21,6,20,46,43.5,26,25,9,16,21,64,29,3,Matches
425,426,Pascu,es ESP,FW,Villarreal,20.0,2003.0,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
426,427,Gabriel Paulista,br BRA,DF,Atlético Madrid,32.0,1990.0,4.5,7,5,4,3,0,3,4,75.0,1,5,3,2,4,11,27,0,Matches
427,428,Gabriel Paulista,br BRA,DF,Valencia,32.0,1990.0,15.5,10,7,8,2,0,6,11,54.5,5,15,7,8,24,34,78,0,Matches
428,429,Nicolás Paz,ar ARG,MFFW,Real Madrid,18.0,2004.0,0.3,0,0,0,0,0,0,0,,0,2,0,2,1,1,0,0,Matches
429,430,Alfonso Pedraza,es ESP,DF,Villarreal,27.0,1996.0,12.4,25,9,18,5,2,9,17,52.9,8,16,7,9,13,38,19,0,Matches
430,431,Pedri,es ESP,MFFW,Barcelona,20.0,2002.0,16.4,33,24,16,13,4,8,27,29.6,19,27,3,24,14,47,10,0,Matches
431,432,Adrià Pedrosa,es ESP,DF,Sevilla,25.0,1998.0,19.5,46,26,28,14,4,23,34,67.6,11,26,6,20,15,61,54,0,Matches
432,433,Facundo Pellistri,uy URU,MFFW,Granada,21.0,2001.0,13.7,29,19,12,10,7,6,21,28.6,15,18,0,18,4,33,7,0,Matches
433,434,Iñaki Peña ,es ESP,GK,Barcelona,24.0,1999.0,10.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,5,1,Matches
434,435,Marcos Peña,es ESP,MF,Almería,18.0,2005.0,4.9,19,14,12,7,0,6,12,50.0,6,9,3,6,13,32,8,0,Matches
435,436,Rubén Peña,es ESP,DFFW,Osasuna,32.0,1991.0,23.2,47,25,22,18,7,20,49,40.8,29,37,8,29,30,77,39,3,Matches
436,437,Alberto Perea,es ESP,MFFW,Granada,32.0,1990.0,0.0,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,0,0,Matches
437,438,Ayoze Pérez,es ESP,FW,Betis,30.0,1993.0,25.5,59,32,16,33,10,21,49,42.9,28,42,4,38,22,81,18,0,Matches
438,439,Carles Pérez,es ESP,MFDF,Celta Vigo,25.0,1998.0,8.6,13,5,6,5,2,7,18,38.9,11,14,1,13,5,18,8,0,Matches
439,440,Francisco Perez,es ESP,MFFW,Valencia,20.0,2002.0,22.8,30,17,10,14,6,15,44,34.1,29,19,0,19,14,44,5,0,Matches
440,441,Kike Pérez,es ESP,MFFW,Rayo Vallecano,26.0,1997.0,9.3,27,11,11,15,1,11,23,47.8,12,11,0,11,8,35,6,0,Matches
441,442,Máximo Perrone,ar ARG,MF,Las Palmas,20.0,2003.0,18.0,42,21,17,22,3,19,39,48.7,20,27,4,23,24,66,21,0,Matches
442,443,Njegoš Petrović,rs SRB,MFFW,Granada,24.0,1999.0,1.7,5,2,4,1,0,2,3,66.7,1,2,0,2,1,6,3,0,Matches
443,444,Germán Pezzella,ar ARG,DF,Betis,32.0,1991.0,30.7,34,24,24,10,0,23,38,60.5,15,31,18,13,31,65,150,0,Matches
444,445,Kamil Piątkowski,pl POL,DF,Granada,23.0,2000.0,5.6,18,10,16,1,1,10,14,71.4,4,6,5,1,8,26,28,1,Matches
445,446,Yeremi Pino,es ESP,MFFW,Villarreal,20.0,2002.0,5.3,25,18,12,10,3,9,18,50.0,9,11,1,10,5,30,5,0,Matches
446,447,Portu,es ESP,FW,Getafe,31.0,1992.0,1.1,5,3,4,0,1,5,6,83.3,1,0,0,0,0,5,0,0,Matches
447,448,Portu,es ESP,MFFW,Girona,31.0,1992.0,13.2,18,13,3,10,5,3,18,16.7,15,9,1,8,4,22,6,0,Matches
448,449,José Pozo,es ESP,MF,Rayo Vallecano,27.0,1996.0,0.2,1,1,0,1,0,1,1,100.0,0,1,0,1,0,1,0,0,Matches
449,450,Alejandro Pozo Pozo,es ESP,DFMF,Almería,24.0,1999.0,10.8,19,12,11,6,2,12,20,60.0,8,14,4,10,7,26,21,0,Matches
450,451,Beñat Prados,es ESP,MFDF,Athletic Club,22.0,2001.0,16.1,45,28,11,23,11,23,42,54.8,19,32,5,27,23,68,27,0,Matches
451,452,Abdón Prats,es ESP,FWMF,Mallorca,30.0,1992.0,14.1,6,4,2,2,2,3,5,60.0,2,6,3,3,2,8,12,0,Matches
452,453,Pubill,es ESP,DF,Almería,20.0,2003.0,20.9,47,23,35,8,4,22,39,56.4,17,20,8,12,15,62,83,1,Matches
453,454,Antonio Puertas,es ESP,MFFW,Granada,31.0,1992.0,8.1,12,8,6,5,1,6,15,40.0,9,5,0,5,6,18,4,0,Matches
454,455,Arnau Puigmal,es ESP,FWDF,Almería,22.0,2001.0,2.8,2,1,1,1,0,1,3,33.3,2,3,0,3,3,5,2,0,Matches
455,456,Nemanja Radonjić,rs SRB,MFDF,Mallorca,27.0,1996.0,3.9,4,2,1,3,0,1,4,25.0,3,2,0,2,3,7,3,0,Matches
456,457,Aleksandar Radovanović,rs SRB,DF,Almería,29.0,1993.0,6.3,8,7,7,1,0,6,6,100.0,0,8,8,0,11,19,48,0,Matches
457,458,Abdellah Raihani,ma MAR,FW,Atlético Madrid,19.0,2004.0,0.1,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,Matches
458,459,Antonio Raillo,es ESP,DF,Mallorca,31.0,1991.0,24.4,30,23,18,12,0,17,23,73.9,6,44,30,14,37,67,104,2,Matches
459,460,Predrag Rajković,rs SRB,GK,Mallorca,27.0,1995.0,36.0,2,1,2,0,0,2,2,100.0,0,0,0,0,0,2,14,0,Matches
460,461,Ivan Rakitić,hr CRO,MF,Sevilla,35.0,1988.0,15.8,30,16,9,12,9,11,19,57.9,8,16,5,11,14,44,12,0,Matches
461,462,Largie Ramazani,be BEL,FWMF,Almería,22.0,2001.0,17.3,12,7,5,6,1,6,26,23.1,20,16,2,14,34,46,10,0,Matches
462,463,Benito Ramírez,es ESP,FWMF,Las Palmas,28.0,1995.0,4.3,5,3,2,3,0,3,6,50.0,3,7,1,6,3,8,0,0,Matches
463,464,Sandro Ramírez,es ESP,FW,Las Palmas,28.0,1995.0,20.1,12,8,4,6,2,6,15,40.0,9,13,1,12,4,16,14,1,Matches
464,465,Chris Ramos,es ESP,FWMF,Cádiz,26.0,1997.0,29.0,28,15,9,15,4,8,27,29.6,19,23,7,16,9,37,44,0,Matches
465,466,Sergio Ramos,es ESP,DF,Sevilla,37.0,1986.0,28.0,45,30,32,11,2,27,40,67.5,13,35,30,5,41,86,156,0,Matches
466,467,Raphinha,br BRA,FWMF,Barcelona,26.0,1996.0,15.2,14,8,6,6,2,4,18,22.2,14,17,1,16,13,27,11,0,Matches
467,468,Andrei Ratiu,ro ROU,DFMF,Rayo Vallecano,25.0,1998.0,7.0,12,4,6,5,1,8,15,53.3,7,4,1,3,0,12,12,0,Matches
468,469,Raúl,es ESP,FW,Osasuna,22.0,2000.0,15.1,10,4,4,2,4,2,10,20.0,8,9,1,8,5,15,11,0,Matches
469,470,Abderrahman Rebbach,dz ALG,FWMF,Alavés,24.0,1998.0,8.0,9,5,4,2,3,5,15,33.3,10,10,1,9,3,12,7,0,Matches
470,471,Pepe Reina,es ESP,GK,Villarreal,40.0,1982.0,2.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
471,472,Álex Remiro,es ESP,GK,Real Sociedad,28.0,1995.0,36.4,0,0,0,0,0,0,0,,0,0,0,0,0,0,24,2,Matches
472,473,Chadi Riad,ma MAR,DF,Betis,20.0,2003.0,24.0,35,24,17,18,0,17,27,63.0,10,23,14,9,23,58,108,0,Matches
473,474,Diego Rico,es ESP,DF,Getafe,30.0,1993.0,28.2,64,48,32,23,9,41,76,53.9,35,25,8,17,41,105,76,0,Matches
474,475,Luis Rioja,es ESP,FWMF,Alavés,29.0,1993.0,27.8,27,19,10,12,5,14,43,32.6,29,28,1,27,16,43,28,0,Matches
475,476,Rodrigo Riquelme,es ESP,DFMF,Atlético Madrid,23.0,2000.0,17.0,30,19,18,4,8,18,46,39.1,28,19,0,19,9,39,20,0,Matches
476,477,Alberto Risco,es ESP,MF,Getafe,17.0,2005.0,1.5,2,2,1,1,0,0,4,0.0,4,0,0,0,0,2,1,0,Matches
477,478,Mihailo Ristić,rs SRB,DFMF,Celta Vigo,27.0,1995.0,9.0,15,9,9,6,0,9,12,75.0,3,9,2,7,10,25,23,0,Matches
478,479,Gorka Rivera Alonso,es ESP,DF,Getafe,18.0,2004.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
479,480,Sergi Roberto,es ESP,MFDF,Barcelona,31.0,1992.0,9.6,15,10,4,10,1,3,11,27.3,8,7,2,5,8,23,7,1,Matches
480,481,Lucas Robertone,ar ARG,MF,Almería,26.0,1997.0,26.5,61,33,28,23,10,25,50,50.0,25,43,9,34,51,112,43,0,Matches
481,482,Marc Roca,es ESP,MF,Betis,26.0,1996.0,22.0,52,36,17,29,6,30,53,56.6,23,29,6,23,17,69,23,1,Matches
482,483,Sergio Rodelas,es ESP,FWDF,Granada,18.0,2004.0,1.4,3,2,1,0,2,0,3,0.0,3,0,0,0,0,3,0,0,Matches
483,484,Rodri,es ESP,FWMF,Betis,23.0,2000.0,11.7,17,10,6,7,4,8,21,38.1,13,11,0,11,8,25,2,0,Matches
484,485,Óscar Rodríguez Arnaiz,es ESP,MFFW,Getafe,25.0,1998.0,10.7,24,13,2,15,7,9,15,60.0,6,12,1,11,5,29,5,0,Matches
485,486,Damián Rodríguez,es ESP,MF,Celta Vigo,20.0,2003.0,2.9,6,3,1,3,2,1,3,33.3,2,4,2,2,1,7,2,0,Matches
486,487,Dani Rodríguez,es ESP,MF,Mallorca,35.0,1988.0,29.1,47,24,21,20,6,21,45,46.7,24,34,5,29,15,62,21,0,Matches
487,488,Guido Rodríguez,ar ARG,MF,Betis,29.0,1994.0,20.5,53,30,21,24,8,34,55,61.8,21,27,6,21,29,82,44,0,Matches
488,489,Kirian Rodríguez,es ESP,MF,Las Palmas,27.0,1996.0,35.7,52,32,22,25,5,24,67,35.8,43,39,3,36,28,80,23,1,Matches
489,490,Miguel Rodríguez,es ESP,MF,Celta Vigo,20.0,2003.0,3.3,6,3,3,1,2,3,9,33.3,6,8,0,8,4,10,0,0,Matches
490,491,Rodrygo,br BRA,FW,Real Madrid,22.0,2001.0,26.4,16,15,2,9,5,5,19,26.3,14,14,0,14,8,24,6,0,Matches
491,492,Carlos Romero,es ESP,DF,Villarreal,21.0,2001.0,2.9,11,5,8,1,2,7,12,58.3,5,3,0,3,1,12,11,0,Matches
492,493,Luka Romero,ar ARG,FW,Almería,18.0,2004.0,4.9,5,1,2,3,0,2,4,50.0,2,12,1,11,1,6,2,1,Matches
493,494,Oriol Romeu,es ESP,MF,Barcelona,31.0,1991.0,10.4,34,20,17,14,3,13,24,54.2,11,12,2,10,10,44,18,0,Matches
494,495,Unai Ropero,es ESP,MF,Alavés,21.0,2001.0,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
495,496,Vitor Roque,br BRA,FW,Barcelona,18.0,2005.0,3.6,3,2,2,0,1,0,2,0.0,2,3,0,3,0,3,5,0,Matches
496,497,Antonio Rüdiger,de GER,DF,Real Madrid,30.0,1993.0,30.1,26,15,18,4,4,16,20,80.0,4,27,20,7,11,37,89,0,Matches
497,498,Javier Rueda Garcia,es ESP,MFDF,Celta Vigo,21.0,2002.0,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
498,499,Aitor Ruibal,es ESP,DFFW,Betis,27.0,1996.0,11.3,46,27,28,13,5,32,59,54.2,27,12,1,11,14,60,33,1,Matches
499,500,Sergio Ruiz,es ESP,MF,Granada,28.0,1994.0,27.7,83,46,43,36,4,38,84,45.2,46,24,6,18,28,111,43,1,Matches
500,501,Youssouf Sabaly,sn SEN,DF,Betis,30.0,1993.0,11.6,16,11,12,3,1,8,12,66.7,4,6,3,3,11,27,27,0,Matches
501,502,Umar Sadiq,ng NGA,FW,Real Sociedad,26.0,1997.0,12.0,15,10,2,8,5,4,8,50.0,4,9,0,9,0,15,10,0,Matches
502,503,Pablo Saenz,,MF,Granada,,,0.2,3,3,2,0,1,1,3,33.3,2,0,0,0,0,3,0,0,Matches
503,504,Kike Salas,es ESP,DF,Sevilla,21.0,2002.0,17.8,41,23,26,12,3,22,36,61.1,14,25,14,11,26,67,91,1,Matches
504,505,Salvi,es ESP,MF,Rayo Vallecano,32.0,1991.0,0.3,0,0,0,0,0,0,4,0.0,4,0,0,0,1,1,0,0,Matches
505,506,Diadie Samassékou,ml MLI,MF,Cádiz,27.0,1996.0,1.0,5,3,2,2,1,5,6,83.3,1,0,0,0,3,8,1,0,Matches
506,507,Fede San Emeterio,es ESP,MF,Cádiz,26.0,1997.0,1.7,3,2,2,1,0,1,4,25.0,3,3,2,1,2,5,1,0,Matches
507,508,Oihan Sancet,es ESP,MF,Athletic Club,23.0,2000.0,21.9,19,11,3,10,6,8,21,38.1,13,5,1,4,10,29,5,0,Matches
508,509,Ricard Sánchez ,es ESP,DF,Granada,23.0,2000.0,25.5,29,18,15,8,6,12,24,50.0,12,32,4,28,13,42,64,0,Matches
509,510,Antonio Sánchez,es ESP,MF,Mallorca,26.0,1997.0,16.1,25,11,13,10,2,11,32,34.4,21,24,5,19,13,38,13,0,Matches
510,511,Juanlu Sánchez,es ESP,DF,Sevilla,19.0,2003.0,13.1,56,35,34,18,4,34,58,58.6,24,24,7,17,12,68,36,0,Matches
511,512,Manu Sánchez,es ESP,DFMF,Celta Vigo,22.0,2000.0,19.7,54,28,21,25,8,31,55,56.4,24,23,3,20,19,73,65,0,Matches
512,513,Jesús Santiago,es ESP,MF,Getafe,19.0,2004.0,7.3,17,8,8,5,4,4,7,57.1,3,3,0,3,0,17,8,0,Matches
513,514,Paco Sanz,es ESP,DF,Almería,18.0,2004.0,0.3,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,4,0,Matches
514,515,Stefan Savić,me MNE,DF,Atlético Madrid,32.0,1991.0,18.1,27,19,16,7,4,15,30,50.0,15,29,15,14,27,54,61,1,Matches
515,516,Sávio,br BRA,FWMF,Girona,19.0,2004.0,33.1,42,25,14,22,6,16,28,57.1,12,34,0,34,18,60,11,1,Matches
516,517,Manuel Sebastián,es ESP,MF,Sevilla,19.0,2004.0,1.3,4,2,4,0,0,3,3,100.0,0,3,0,3,0,4,1,0,Matches
517,518,Aleksandar Sedlar,rs SRB,DF,Alavés,31.0,1991.0,10.5,14,10,10,4,0,10,16,62.5,6,8,4,4,13,27,43,0,Matches
