,_Rk,_Player,_Nation,_Pos,_Squad,_Age,_Born,_90s,_Att,PassTypes_Live,PassTypes_Dead,PassTypes_FK,PassTypes_TB,PassTypes_Sw,PassTypes_Crs,PassTypes_TI,PassTypes_CK,CornerKicks_In,CornerKicks_Out,CornerKicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,Matches
57,58,Kike Barja,es ESP,FWMF,Osasuna,25,1997,14.6,487.0,458.0,28.0,2.0,2.0,2.0,110,12.0,13.0,5.0,5.0,0.0,316.0,1.0,21.0,Matches
58,59,Ander Barrenetxea,es ESP,FWDF,Real Sociedad,20,2001,9.8,376.0,343.0,32.0,5.0,1.0,1.0,13,25.0,2.0,0.0,0.0,0.0,288.0,1.0,19.0,Matches
59,60,Pablo Barrios,es ESP,MF,Atlético Madrid,19,2003,8.0,450.0,438.0,9.0,7.0,1.0,5.0,6,2.0,0.0,0.0,0.0,0.0,368.0,3.0,12.0,Matches
60,61,Rodrigo Battaglia,ar ARG,MF,Mallorca,31,1991,7.6,232.0,224.0,6.0,6.0,0.0,2.0,1,0.0,0.0,0.0,0.0,0.0,185.0,2.0,4.0,Matches
61,62,Bebé,cv CPV,FW,Rayo Vallecano,32,1990,0.7,38.0,26.0,11.0,6.0,0.0,2.0,16,2.0,3.0,2.0,0.0,0.0,21.0,1.0,2.0,Matches
62,63,Héctor Bellerín,es ESP,DF,Barcelona,27,1995,1.6,96.0,82.0,13.0,1.0,1.0,0.0,3,12.0,0.0,0.0,0.0,0.0,77.0,1.0,3.0,Matches
63,64,Fran Beltrán,es ESP,MF,Celta Vigo,23,1999,31.7,1816.0,1667.0,147.0,88.0,0.0,12.0,51,8.0,38.0,18.0,14.0,1.0,1604.0,2.0,19.0,Matches
64,65,Iker Benito,es ESP,FWMF,Osasuna,19,2002,2.0,42.0,41.0,1.0,0.0,0.0,1.0,6,1.0,0.0,0.0,0.0,0.0,31.0,0.0,1.0,Matches
65,66,Karim Benzema,fr FRA,FW,Real Madrid,34,1987,22.6,1070.0,1012.0,52.0,4.0,9.0,7.0,3,4.0,9.0,0.0,0.0,0.0,924.0,6.0,25.0,Matches
66,67,Yuri Berchiche,es ESP,DF,Athletic Club,32,1990,26.7,1580.0,1263.0,311.0,44.0,2.0,22.0,66,267.0,0.0,0.0,0.0,0.0,1304.0,6.0,34.0,Matches
67,68,Álex Berenguer,es ESP,FW,Athletic Club,27,1995,25.5,955.0,792.0,151.0,35.0,0.0,2.0,162,15.0,100.0,36.0,32.0,1.0,630.0,12.0,31.0,Matches
68,69,Pedro Bigas,es ESP,DF,Elche,31,1990,22.4,1053.0,976.0,68.0,52.0,0.0,18.0,5,13.0,0.0,0.0,0.0,0.0,843.0,9.0,10.0,Matches
69,70,El Bilal Touré,ml MLI,FW,Almería,20,2001,14.0,258.0,231.0,25.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,183.0,2.0,8.0,Matches
70,71,Antonio Blanco,es ESP,MF,Cádiz,22,2000,1.8,61.0,61.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,Matches
71,72,Lautaro Blanco,ar ARG,DFMF,Elche,23,1999,9.7,416.0,331.0,83.0,2.0,0.0,3.0,86,80.0,1.0,0.0,0.0,1.0,235.0,2.0,17.0,Matches
72,73,Theo Bongonda,cd COD,MFFW,Cádiz,26,1995,21.5,489.0,437.0,48.0,17.0,2.0,2.0,68,7.0,24.0,11.0,3.0,0.0,329.0,4.0,18.0,Matches
73,74,Yassine Bounou,ma MAR,GK,Sevilla,31,1991,23.9,949.0,735.0,212.0,50.0,0.0,2.0,0,0.0,0.0,0.0,0.0,0.0,717.0,2.0,0.0,Matches
74,75,Lucas Boyé,ar ARG,FW,Elche,26,1996,27.4,650.0,591.0,55.0,1.0,2.0,7.0,15,0.0,0.0,0.0,0.0,0.0,510.0,4.0,30.0,Matches
75,76,Martin Braithwaite,dk DEN,FWMF,Espanyol,31,1991,27.3,446.0,427.0,17.0,0.0,3.0,2.0,20,0.0,0.0,0.0,0.0,0.0,294.0,2.0,21.0,Matches
76,77,Juan Brandáriz,es ESP,DF,Almería,23,1999,16.5,806.0,697.0,107.0,28.0,0.0,3.0,8,75.0,0.0,0.0,0.0,0.0,664.0,2.0,14.0,Matches
77,78,Darko Brašanac,rs SRB,MF,Osasuna,30,1992,11.6,376.0,351.0,23.0,8.0,0.0,0.0,7,2.0,0.0,0.0,0.0,0.0,306.0,2.0,10.0,Matches
78,79,Claudio Bravo,cl CHI,GK,Betis,39,1983,12.0,392.0,241.0,148.0,47.0,0.0,2.0,0,0.0,0.0,0.0,0.0,0.0,232.0,3.0,0.0,Matches
79,80,Ante Budimir,hr CRO,FW,Osasuna,31,1991,20.0,315.0,300.0,15.0,0.0,1.0,0.0,3,2.0,0.0,0.0,0.0,0.0,194.0,0.0,7.0,Matches
80,81,Santiago Bueno,uy URU,DF,Girona,23,1998,33.4,1823.0,1732.0,87.0,70.0,1.0,25.0,4,17.0,0.0,0.0,0.0,0.0,1576.0,4.0,15.0,Matches
81,82,Sergio Busquets,es ESP,MF,Barcelona,34,1988,26.0,1949.0,1870.0,74.0,71.0,15.0,5.0,7,3.0,0.0,0.0,0.0,0.0,1722.0,5.0,17.0,Matches
82,83,Leandro Cabrera,uy URU,DF,Espanyol,31,1991,29.7,1343.0,1183.0,147.0,64.0,1.0,10.0,14,83.0,0.0,0.0,0.0,0.0,959.0,13.0,12.0,Matches
83,84,Cala,es ESP,DF,Cádiz,32,1989,1.5,38.0,33.0,5.0,5.0,0.0,2.0,0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,Matches
84,85,Fernando Calero,es ESP,DFMF,Espanyol,26,1995,17.9,765.0,691.0,72.0,29.0,0.0,11.0,4,41.0,0.0,0.0,0.0,0.0,617.0,2.0,5.0,Matches
85,86,Alexander Callens,pe PER,DF,Girona,30,1992,1.3,93.0,81.0,12.0,2.0,0.0,0.0,0,10.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,Matches
86,87,Eduardo Camavinga,fr FRA,MFDF,Real Madrid,19,2002,22.3,1504.0,1389.0,107.0,34.0,4.0,6.0,6,73.0,0.0,0.0,0.0,0.0,1364.0,8.0,15.0,Matches
87,88,Sergio Camello,es ESP,FW,Rayo Vallecano,21,2001,26.7,523.0,475.0,46.0,2.0,1.0,0.0,4,4.0,0.0,0.0,0.0,0.0,408.0,2.0,10.0,Matches
88,89,Sergio Canales,es ESP,FWMF,Betis,31,1991,26.7,1474.0,1324.0,134.0,51.0,13.0,14.0,135,7.0,72.0,24.0,36.0,1.0,1116.0,16.0,53.0,Matches
89,90,Ander Capa,es ESP,DF,Athletic Club,30,1992,1.2,91.0,67.0,22.0,1.0,0.0,1.0,4,21.0,0.0,0.0,0.0,0.0,74.0,2.0,0.0,Matches
90,91,Étienne Capoue,fr FRA,MF,Villarreal,34,1988,21.7,1043.0,1016.0,27.0,23.0,6.0,6.0,9,3.0,0.0,0.0,0.0,0.0,915.0,0.0,15.0,Matches
91,92,Isaac Carcelen,es ESP,DF,Cádiz,29,1993,24.4,961.0,755.0,204.0,37.0,0.0,7.0,73,143.0,24.0,5.0,15.0,0.0,747.0,2.0,17.0,Matches
92,93,Juan Carlos,es ESP,GK,Girona,34,1988,10.0,340.0,265.0,75.0,13.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,288.0,0.0,0.0,Matches
93,94,José Carlos Lazo,es ESP,MFFW,Almería,26,1996,0.2,4.0,4.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,Matches
94,95,José Carlos Lazo,es ESP,MFFW,Espanyol,26,1996,1.8,35.0,31.0,3.0,0.0,0.0,0.0,4,1.0,2.0,0.0,0.0,0.0,25.0,1.0,2.0,Matches
95,96,Carmona,es ESP,MFDF,Elche,20,2002,6.5,186.0,157.0,28.0,2.0,0.0,1.0,12,26.0,0.0,0.0,0.0,0.0,129.0,1.0,9.0,Matches
96,97,Carmona,es ESP,DF,Sevilla,20,2002,5.9,330.0,297.0,32.0,7.0,0.0,2.0,11,24.0,0.0,0.0,0.0,0.0,269.0,1.0,3.0,Matches
97,98,Yannick Carrasco,be BEL,DFMF,Atlético Madrid,28,1993,25.7,1091.0,929.0,156.0,27.0,4.0,7.0,107,66.0,63.0,37.0,9.0,0.0,863.0,6.0,31.0,Matches
98,99,Dani Carvajal,es ESP,DF,Real Madrid,30,1992,19.8,1333.0,1185.0,146.0,15.0,2.0,10.0,49,131.0,0.0,0.0,0.0,0.0,1133.0,2.0,27.0,Matches
99,100,William Carvalho,pt POR,MF,Betis,30,1992,27.1,1745.0,1696.0,43.0,42.0,13.0,19.0,5,1.0,0.0,0.0,0.0,0.0,1510.0,6.0,20.0,Matches
100,101,Casemiro,br BRA,MF,Real Madrid,30,1992,0.1,8.0,8.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,Matches
101,102,Valentín Castellanos,ar ARG,FW,Girona,23,1998,28.9,397.0,352.0,41.0,0.0,4.0,1.0,10,1.0,0.0,0.0,0.0,0.0,244.0,4.0,19.0,Matches
102,103,Samu Castillejo,es ESP,FWMF,Valencia,27,1995,15.1,622.0,551.0,68.0,19.0,2.0,6.0,87,8.0,40.0,21.0,10.0,0.0,474.0,3.0,15.0,Matches
103,104,Catena,es ESP,DF,Rayo Vallecano,27,1994,34.5,1825.0,1719.0,97.0,92.0,2.0,49.0,1,3.0,0.0,0.0,0.0,0.0,1505.0,9.0,7.0,Matches
104,105,Edinson Cavani,uy URU,FW,Valencia,35,1987,16.1,354.0,325.0,26.0,0.0,4.0,4.0,3,0.0,0.0,0.0,0.0,0.0,263.0,3.0,7.0,Matches
105,106,Dani Ceballos,es ESP,MF,Real Madrid,25,1996,17.4,1504.0,1437.0,57.0,26.0,6.0,26.0,16,20.0,9.0,2.0,2.0,0.0,1362.0,10.0,25.0,Matches
106,107,Álex Centelles,es ESP,DF,Almería,24,1997,12.5,577.0,446.0,130.0,24.0,0.0,4.0,46,106.0,0.0,0.0,0.0,0.0,412.0,1.0,20.0,Matches
107,108,Franco Cervi,ar ARG,MFDF,Celta Vigo,28,1994,21.0,874.0,771.0,99.0,12.0,1.0,1.0,113,43.0,44.0,9.0,27.0,0.0,620.0,4.0,30.0,Matches
108,109,Pep Chavarría,es ESP,FWMF,Rayo Vallecano,24,1998,4.1,178.0,155.0,22.0,0.0,1.0,3.0,13,19.0,2.0,0.0,1.0,0.0,126.0,1.0,12.0,Matches
109,110,Pape Cheikh Diop,sn SEN,MF,Elche,24,1997,0.4,19.0,19.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,Matches
110,111,Andreas Christensen,dk DEN,DF,Barcelona,26,1996,19.6,1507.0,1445.0,62.0,48.0,3.0,14.0,1,10.0,0.0,0.0,0.0,0.0,1416.0,0.0,7.0,Matches
111,112,Samuel Chukwueze,ng NGA,FWMF,Villarreal,23,1999,26.0,908.0,873.0,30.0,3.0,9.0,4.0,28,15.0,12.0,3.0,0.0,0.0,697.0,5.0,32.0,Matches
112,113,Víctor Chust,es ESP,DF,Cádiz,22,2000,10.7,440.0,412.0,25.0,23.0,0.0,5.0,0,2.0,0.0,0.0,0.0,0.0,364.0,3.0,5.0,Matches
113,114,Pathé Ciss,sn SEN,MFDF,Rayo Vallecano,28,1994,14.2,700.0,676.0,21.0,20.0,0.0,15.0,3,1.0,0.0,0.0,0.0,0.0,575.0,3.0,12.0,Matches
114,115,Carlos Clerc,es ESP,DFMF,Elche,30,1992,29.3,1397.0,1124.0,267.0,30.0,1.0,8.0,89,234.0,3.0,0.0,3.0,0.0,1040.0,6.0,36.0,Matches
115,116,Álex Collado,es ESP,MF,Elche,23,1999,8.1,336.0,317.0,19.0,3.0,1.0,5.0,18,4.0,12.0,7.0,1.0,0.0,276.0,0.0,13.0,Matches
116,117,Diego Collado,es ESP,FW,Villarreal,21,2001,0.1,7.0,7.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,Matches
117,118,Eray Cömert,ch SUI,DF,Valencia,24,1998,18.6,945.0,890.0,53.0,44.0,0.0,24.0,1,0.0,0.0,0.0,0.0,0.0,815.0,2.0,6.0,Matches
118,119,Santi Comesaña,es ESP,MF,Rayo Vallecano,25,1996,27.2,1240.0,1199.0,37.0,31.0,0.0,10.0,17,2.0,0.0,0.0,0.0,0.0,1024.0,4.0,24.0,Matches
119,120,Copete,es ESP,DF,Mallorca,22,1999,24.5,880.0,829.0,43.0,36.0,0.0,14.0,9,7.0,0.0,0.0,0.0,0.0,668.0,8.0,21.0,Matches
120,121,Francis Coquelin,fr FRA,MF,Villarreal,31,1991,8.3,311.0,300.0,7.0,7.0,1.0,3.0,5,0.0,0.0,0.0,0.0,0.0,265.0,4.0,5.0,Matches
121,122,Jesús Corona,mx MEX,FW,Sevilla,29,1993,1.2,42.0,40.0,2.0,1.0,0.0,1.0,3,1.0,0.0,0.0,0.0,0.0,33.0,0.0,2.0,Matches
122,123,Ángel Correa,ar ARG,FWMF,Atlético Madrid,27,1995,16.2,520.0,493.0,23.0,2.0,2.0,5.0,22,2.0,9.0,1.0,5.0,0.0,406.0,4.0,16.0,Matches
123,124,Thierry Correia,pt POR,DF,Valencia,23,1999,22.3,1363.0,1136.0,224.0,28.0,1.0,7.0,87,196.0,0.0,0.0,0.0,0.0,1047.0,3.0,34.0,Matches
124,125,Jaume Costa,es ESP,DF,Mallorca,34,1988,28.9,1165.0,946.0,210.0,12.0,0.0,9.0,75,198.0,0.0,0.0,0.0,0.0,854.0,9.0,31.0,Matches
125,126,Samu Costa,pt POR,MF,Almería,21,2000,22.1,1097.0,1048.0,41.0,37.0,4.0,12.0,8,4.0,0.0,0.0,0.0,0.0,864.0,8.0,28.0,Matches
126,127,Thibaut Courtois,be BEL,GK,Real Madrid,30,1992,31.0,1136.0,942.0,192.0,40.0,0.0,3.0,0,0.0,0.0,0.0,0.0,0.0,980.0,2.0,1.0,Matches
127,128,Yan Couto,br BRA,DFMF,Girona,20,2002,12.9,598.0,525.0,72.0,5.0,0.0,5.0,63,66.0,1.0,1.0,0.0,0.0,444.0,1.0,17.0,Matches
128,129,Juan Cruz Armada,es ESP,DF,Osasuna,30,1992,22.9,985.0,791.0,188.0,16.0,0.0,1.0,35,168.0,0.0,0.0,0.0,0.0,746.0,6.0,21.0,Matches
129,130,Juan Cruz,es ESP,FW,Betis,22,2000,2.0,39.0,38.0,1.0,1.0,0.0,0.0,6,0.0,0.0,0.0,0.0,0.0,25.0,0.0,2.0,Matches
130,131,Jorge Cuenca,es ESP,DF,Villarreal,22,1999,5.6,384.0,366.0,17.0,9.0,1.0,7.0,1,2.0,0.0,0.0,0.0,0.0,334.0,1.0,3.0,Matches
131,132,Braian Cufré,ar ARG,DF,Mallorca,25,1996,2.4,92.0,67.0,24.0,1.0,0.0,1.0,1,23.0,0.0,0.0,0.0,0.0,76.0,1.0,2.0,Matches
132,133,Matheus Cunha,br BRA,FWMF,Atlético Madrid,23,1999,4.2,85.0,77.0,6.0,0.0,1.0,1.0,3,1.0,0.0,0.0,0.0,0.0,64.0,2.0,3.0,Matches
133,134,Curro,es ESP,MF,Almería,26,1996,0.5,28.0,24.0,3.0,1.0,0.0,0.0,1,0.0,2.0,0.0,1.0,0.0,21.0,1.0,1.0,Matches
134,135,Arnaut Danjuma,nl NED,FW,Villarreal,25,1997,5.3,95.0,83.0,12.0,1.0,0.0,0.0,6,2.0,2.0,0.0,0.0,0.0,70.0,0.0,1.0,Matches
135,136,Sergi Darder,es ESP,MF,Espanyol,28,1993,36.9,1628.0,1381.0,237.0,109.0,14.0,19.0,181,11.0,93.0,39.0,37.0,3.0,1181.0,10.0,40.0,Matches
136,137,Rodrigo De Paul,ar ARG,MF,Atlético Madrid,28,1994,21.4,1421.0,1335.0,74.0,47.0,17.0,32.0,47,15.0,8.0,2.0,4.0,0.0,1160.0,12.0,27.0,Matches
