,_Rk,_Player,_Nation,_Pos,_Squad,_Age,_Born,_90s,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,AerialDuels_Won,AerialDuels_Lost,AerialDuels_Won%,Matches
13,14,Omar Alderete,py PAR,DF,Getafe,26.0,1996.0,24.4,8,1,0,34,11,2,5,13,21,0,0,0,107,55,45,55.0,Matches
14,15,Iván Alejo,es ESP,MF,Cádiz,28.0,1995.0,18.8,17,0,0,49,49,9,151,7,23,0,1,0,87,15,18,45.5,Matches
15,16,Carles Aleñá,es ESP,MF,Getafe,25.0,1998.0,11.3,6,0,0,22,18,3,33,4,8,0,0,0,53,11,19,36.7,Matches
16,17,Mohamed Ali Cho,fr FRA,FWMF,Real Sociedad,19.0,2004.0,2.8,0,0,0,5,6,3,11,1,3,0,0,0,16,3,6,33.3,Matches
17,18,Tadeo Allende,ar ARG,MFFW,Celta Vigo,24.0,1999.0,3.7,1,0,0,2,3,3,10,3,1,0,0,0,19,5,4,55.6,Matches
18,19,Domingos André Ribeiro Almeida,pt POR,FWMF,Valencia,23.0,2000.0,10.7,0,0,0,12,20,1,18,6,15,0,0,0,43,4,15,21.1,Matches
19,20,Marcos Alonso,es ESP,DF,Barcelona,32.0,1990.0,2.8,0,0,0,7,6,0,15,4,3,0,0,0,14,2,4,33.3,Matches
20,21,Adrià Altimira,es ESP,DFMF,Villarreal,22.0,2001.0,8.6,3,0,0,12,4,0,5,5,7,0,1,0,42,2,7,22.2,Matches
21,22,Sergi Altimira,es ESP,MF,Betis,21.0,2001.0,6.3,1,0,0,8,8,0,1,9,8,0,0,0,41,2,4,33.3,Matches
22,23,Gastón Álvarez,uy URU,DF,Getafe,23.0,2000.0,28.2,7,0,0,43,10,1,25,35,37,0,0,0,132,51,30,63.0,Matches
23,24,Hugo Álvarez,es ESP,MFDF,Celta Vigo,20.0,2003.0,8.5,1,0,0,9,9,1,22,5,9,0,0,0,47,5,6,45.5,Matches
24,25,Yeray Álvarez,es ESP,DF,Athletic Club,28.0,1995.0,12.8,1,1,0,15,14,0,1,11,9,0,0,0,68,43,15,74.1,Matches
25,26,Selim Amallah,ma MAR,FWMF,Valencia,26.0,1996.0,6.7,5,1,1,21,24,1,4,11,12,0,0,0,36,11,15,42.3,Matches
26,27,Amath,sn SEN,FWMF,Mallorca,27.0,1996.0,4.4,2,0,0,10,7,4,7,3,6,1,0,0,21,6,5,54.5,Matches
27,28,Miguel Ángel Rubio,es ESP,DF,Granada,25.0,1998.0,17.3,5,0,0,20,11,1,0,28,12,0,0,0,77,58,30,65.9,Matches
28,29,Fabrizio Angileri,ar ARG,DFMF,Getafe,29.0,1994.0,1.8,2,1,0,1,1,0,8,4,1,0,0,0,15,6,5,54.5,Matches
29,30,Mauro Arambarri,uy URU,MF,Getafe,27.0,1995.0,3.8,2,0,0,18,3,0,6,2,2,0,0,0,27,5,8,38.5,Matches
30,31,Jon Aramburu,ve VEN,DF,Real Sociedad,21.0,2002.0,6.0,3,0,0,11,5,0,7,7,15,0,0,0,24,7,7,50.0,Matches
31,32,Julian Araujo,mx MEX,DF,Las Palmas,21.0,2001.0,16.2,5,0,0,13,9,2,23,10,22,0,0,0,81,29,21,58.0,Matches
32,33,Ronald Araújo,uy URU,DF,Barcelona,24.0,1999.0,22.2,6,0,0,25,9,0,8,12,22,0,1,0,102,60,22,73.2,Matches
33,34,Adu Ares,es ESP,FW,Athletic Club,21.0,2001.0,2.9,2,0,0,5,12,1,11,1,4,0,0,0,15,1,3,25.0,Matches
34,35,Jesús Areso,es ESP,DF,Osasuna,24.0,1999.0,29.6,3,0,0,30,20,3,110,18,24,0,0,0,130,28,21,57.1,Matches
35,36,Matias Arezo,uy URU,FW,Granada,20.0,2002.0,4.1,1,0,0,6,1,8,4,1,3,0,0,0,13,11,17,39.3,Matches
36,37,Iñigo Arguibide,es ESP,DF,Osasuna,18.0,2005.0,0.2,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,100.0,Matches
37,38,José Arnaiz,es ESP,FWMF,Osasuna,28.0,1995.0,10.3,3,0,0,8,19,3,46,3,8,0,0,0,39,11,14,44.0,Matches
38,39,Sergio Arribas,es ESP,MFFW,Almería,21.0,2001.0,22.7,1,0,0,14,42,1,60,16,17,0,0,0,91,19,24,44.2,Matches
39,40,Kepa Arrizabalaga,es ESP,GK,Real Madrid,28.0,1994.0,13.3,1,0,0,0,2,0,0,0,0,0,0,0,17,2,0,100.0,Matches
40,41,Iago Aspas,es ESP,FW,Celta Vigo,35.0,1987.0,30.1,6,1,0,19,59,12,149,10,6,1,0,0,99,7,30,18.9,Matches
41,42,Ezequiel Ávila,ar ARG,FWMF,Osasuna,29.0,1994.0,9.6,3,2,0,8,20,4,79,4,2,0,0,0,37,10,20,33.3,Matches
42,43,Ezequiel Ávila,ar ARG,FW,Betis,29.0,1994.0,3.3,4,1,1,3,12,0,12,1,1,0,0,0,9,4,5,44.4,Matches
43,44,César Azpilicueta,es ESP,DF,Atlético Madrid,33.0,1989.0,15.8,4,0,0,29,12,0,11,16,14,0,0,0,72,21,23,47.7,Matches
44,45,Iddrisu Baba,gh GHA,MF,Almería,27.0,1996.0,15.9,5,0,0,29,34,0,4,11,26,0,1,0,123,30,17,63.8,Matches
45,46,Srđan Babić,rs SRB,DF,Almería,27.0,1996.0,1.0,0,0,0,2,0,0,0,0,2,0,0,0,4,3,1,75.0,Matches
46,47,Loïc Bade,fr FRA,DF,Sevilla,23.0,2000.0,25.3,5,1,0,24,10,1,2,38,41,0,0,0,151,76,38,66.7,Matches
47,48,Alex Baena,es ESP,MFFW,Villarreal,22.0,2001.0,28.7,11,1,0,52,57,8,175,13,21,1,1,0,116,8,12,40.0,Matches
48,49,Eric Bailly,ci CIV,DF,Villarreal,29.0,1994.0,9.3,4,0,0,6,5,0,0,9,3,0,0,1,51,15,7,68.2,Matches
49,50,Cédric Bakambu,cd COD,FW,Betis,32.0,1991.0,2.2,1,0,0,4,3,3,0,0,0,0,0,0,4,3,7,30.0,Matches
50,51,Alejandro Balde,es ESP,DF,Barcelona,19.0,2003.0,15.3,1,0,0,9,18,4,37,5,11,0,0,0,67,12,13,48.0,Matches
51,52,Iván Balliu,al ALB,DF,Rayo Vallecano,31.0,1992.0,31.9,4,0,0,41,30,8,68,29,31,0,0,0,127,30,27,52.6,Matches
52,53,Jonathan Bamba,ci CIV,MFFW,Celta Vigo,27.0,1996.0,22.0,0,0,0,15,65,7,50,18,9,0,0,0,101,7,22,24.1,Matches
53,54,Léo Baptistão,br BRA,FW,Almería,30.0,1992.0,20.4,6,1,0,21,29,13,27,11,16,0,0,0,85,48,70,40.7,Matches
54,55,Kike Barja,es ESP,FWMF,Osasuna,26.0,1997.0,3.4,3,0,0,8,4,1,23,2,2,0,0,0,16,3,5,37.5,Matches
55,56,Ander Barrenetxea,es ESP,FWMF,Real Sociedad,21.0,2001.0,15.9,1,0,0,27,22,3,47,6,21,0,0,0,83,14,24,36.8,Matches
56,57,Pablo Barrios,es ESP,MF,Atlético Madrid,20.0,2003.0,17.3,5,0,0,23,24,0,16,28,25,0,0,0,94,14,21,40.0,Matches
57,58,Marc Bartra,es ESP,DF,Betis,32.0,1991.0,2.5,1,0,0,4,1,0,0,3,3,0,0,0,15,4,4,50.0,Matches
58,59,Augusto Batalla,ar ARG,GK,Granada,27.0,1996.0,17.0,3,0,0,0,2,0,0,0,0,0,0,0,28,3,0,100.0,Matches
59,60,Bebé,cv CPV,MFFW,Rayo Vallecano,33.0,1990.0,2.4,1,0,0,0,2,3,28,0,2,0,0,0,12,1,4,20.0,Matches
60,61,Sheraldo Becker,sr SUR,FWMF,Real Sociedad,28.0,1995.0,8.6,1,0,0,11,5,6,46,1,2,0,0,0,27,5,12,29.4,Matches
61,62,Héctor Bellerín,es ESP,DF,Betis,28.0,1995.0,19.0,0,1,0,21,10,1,40,22,22,0,0,1,86,16,33,32.7,Matches
62,63,Jude Bellingham,eng ENG,MF,Real Madrid,20.0,2003.0,25.7,5,1,0,32,72,4,21,21,34,0,0,0,118,24,25,49.0,Matches
63,64,Fran Beltrán,es ESP,MF,Celta Vigo,24.0,1999.0,27.0,2,0,0,28,16,2,19,18,32,0,2,0,160,13,33,28.3,Matches
64,65,Carlos Benavídez,uy URU,MF,Alavés,25.0,1998.0,12.6,5,0,0,38,9,1,4,19,35,0,2,0,72,35,30,53.8,Matches
65,66,Yuri Berchiche,es ESP,DF,Athletic Club,33.0,1990.0,21.4,5,0,0,29,33,0,44,20,25,0,1,1,119,33,20,62.3,Matches
66,67,Álex Berenguer,es ESP,FW,Athletic Club,28.0,1995.0,17.7,4,0,0,30,22,12,138,5,14,0,0,0,63,20,42,32.3,Matches
67,68,Isaac Bernal,es ESP,FW,Sevilla,23.0,2000.0,11.5,2,0,0,28,17,6,12,0,3,0,0,0,36,16,19,45.7,Matches
68,69,Antonio Blanco,es ESP,MF,Alavés,23.0,2000.0,27.0,5,1,0,36,40,0,15,35,36,0,0,0,160,21,18,53.8,Matches
69,70,Daley Blind,nl NED,DF,Girona,33.0,1990.0,33.0,6,0,0,19,12,0,17,21,21,0,1,0,147,39,32,54.9,Matches
70,71,Adri Bosch,es ESP,DF,Granada,22.0,2001.0,0.3,0,0,0,0,0,0,0,0,1,0,0,1,2,0,1,0.0,Matches
71,72,Yassine Bounou,ma MAR,GK,Sevilla,32.0,1991.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
72,73,Lucas Boyé,ar ARG,FW,Granada,27.0,1996.0,28.2,8,1,0,72,43,8,14,10,25,0,0,0,113,58,77,43.0,Matches
73,74,Juan Brandáriz,es ESP,DF,Almería,24.0,1999.0,27.0,4,0,0,23,8,0,2,14,22,0,1,0,93,43,31,58.1,Matches
74,75,Darko Brašanac,rs SRB,MF,Osasuna,31.0,1992.0,0.5,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,50.0,Matches
75,76,Brau,es ESP,DF,Granada,21.0,2001.0,0.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,Matches
76,77,Claudio Bravo,cl CHI,GK,Betis,40.0,1983.0,7.0,0,0,0,0,1,0,0,0,0,0,0,0,14,2,0,100.0,Matches
77,78,Ben Brereton,cl CHI,FWMF,Villarreal,24.0,1999.0,3.0,2,0,0,5,4,2,4,0,2,0,0,0,13,1,2,33.3,Matches
78,79,Ante Budimir,hr CRO,FW,Osasuna,32.0,1991.0,27.1,4,0,0,40,26,27,10,5,15,3,0,0,55,158,124,56.0,Matches
79,80,Pablo Busto,es ESP,DF,Betis,17.0,2005.0,0.5,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,,Matches
80,81,José Callejón,es ESP,MFFW,Granada,36.0,1987.0,8.9,2,0,0,11,21,3,34,5,6,0,0,0,48,7,10,41.2,Matches
81,82,Eduardo Camavinga,fr FRA,MFDF,Real Madrid,20.0,2002.0,20.2,9,0,0,49,68,1,4,29,47,0,1,0,146,18,17,51.4,Matches
82,83,Sergio Camello,es ESP,FW,Rayo Vallecano,22.0,2001.0,18.5,3,0,0,18,11,6,2,3,5,0,0,0,60,16,40,28.6,Matches
83,84,José Campaña,es ESP,MF,Las Palmas,30.0,1993.0,1.9,0,0,0,0,5,0,4,2,2,0,0,0,16,2,0,100.0,Matches
84,85,João Cancelo,pt POR,DF,Barcelona,29.0,1994.0,27.8,7,0,0,40,26,4,82,29,44,0,0,0,165,24,23,51.1,Matches
85,86,Sergi Canós,es ESP,MFFW,Valencia,26.0,1997.0,13.7,1,0,0,17,16,2,35,11,13,0,0,0,64,13,11,54.2,Matches
86,87,Étienne Capoue,fr FRA,MF,Villarreal,35.0,1988.0,16.2,8,0,0,25,41,2,7,22,18,1,0,0,97,21,19,52.5,Matches
87,88,Isaac Carcelen,es ESP,DF,Cádiz,30.0,1993.0,29.0,2,0,0,16,44,5,67,27,31,0,0,0,129,22,36,37.9,Matches
88,89,Cárdenas,es ESP,GK,Rayo Vallecano,26.0,1997.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Matches
89,90,Marc Cardona,es ESP,FW,Las Palmas,28.0,1995.0,8.0,4,0,0,12,19,18,5,2,8,1,0,0,26,9,14,39.1,Matches
90,91,Sergi Cardona,es ESP,DF,Las Palmas,24.0,1999.0,31.3,11,0,0,52,60,5,89,46,55,0,0,0,188,52,37,58.4,Matches
91,92,Johnny Cardoso,us USA,MF,Betis,21.0,2001.0,14.8,3,0,0,21,19,0,3,32,29,1,0,0,91,38,25,60.3,Matches
92,93,Carmona,es ESP,DFMF,Getafe,21.0,2002.0,14.6,8,0,0,33,23,3,29,21,21,0,0,0,71,18,20,47.4,Matches
93,94,Yannick Carrasco,be BEL,DF,Atlético Madrid,29.0,1993.0,2.5,0,0,0,2,2,1,8,1,4,0,0,0,15,0,1,0.0,Matches
94,95,Álvaro Carreras,es ESP,MFFW,Granada,20.0,2003.0,5.3,1,0,0,6,11,1,14,7,8,0,0,0,29,10,5,66.7,Matches
95,96,Dani Carvajal,es ESP,DF,Real Madrid,31.0,1992.0,24.1,5,1,1,23,19,2,49,22,32,0,0,0,120,21,19,52.5,Matches
96,97,William Carvalho,pt POR,MF,Betis,31.0,1992.0,7.6,2,0,0,13,5,0,4,8,12,0,0,0,47,8,3,72.7,Matches
97,98,Marc Casado,es ESP,MF,Barcelona,19.0,2003.0,0.2,0,0,0,0,2,0,0,1,1,0,0,0,2,0,0,,Matches
98,99,Catena,es ESP,DF,Osasuna,28.0,1994.0,28.2,8,1,0,47,15,1,0,15,18,0,1,0,129,59,30,66.3,Matches
99,100,Dani Ceballos,es ESP,MFFW,Real Madrid,26.0,1996.0,6.6,2,0,0,5,19,0,8,0,5,0,0,0,38,2,5,28.6,Matches
100,101,Álex Centelles,es ESP,DF,Almería,25.0,1997.0,10.9,2,0,0,10,13,1,44,18,6,0,1,0,42,15,11,57.7,Matches
101,102,Franco Cervi,ar ARG,MFDF,Celta Vigo,29.0,1994.0,6.1,2,0,0,6,19,2,18,9,18,0,0,0,54,6,8,42.9,Matches
102,103,Pep Chavarría,es ESP,DFMF,Rayo Vallecano,25.0,1998.0,13.0,6,1,1,8,22,3,70,6,18,0,0,0,68,13,10,56.5,Matches
103,104,Andreas Christensen,dk DEN,DFMF,Barcelona,27.0,1996.0,22.0,4,0,0,26,10,0,0,21,14,0,0,0,107,54,22,71.1,Matches
104,105,Víctor Chust,es ESP,DF,Cádiz,23.0,2000.0,20.7,3,2,0,15,4,0,2,11,18,0,0,0,83,26,25,51.0,Matches
105,106,Pathé Ciss,sn SEN,MF,Rayo Vallecano,29.0,1994.0,18.5,10,0,0,27,29,4,3,30,24,0,0,0,127,50,42,54.3,Matches
106,107,Silvi Clúa,es ESP,MF,Girona,18.0,2005.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,Matches
107,108,Saúl Coco,gq EQG,DF,Las Palmas,24.0,1999.0,25.5,6,1,0,19,24,0,1,20,19,0,0,1,104,58,37,61.1,Matches
108,109,Santi Comesaña,es ESP,MF,Villarreal,26.0,1996.0,18.4,8,2,1,33,22,1,5,22,26,0,0,0,85,31,26,54.4,Matches
109,110,Copete,es ESP,DF,Mallorca,23.0,1999.0,14.8,7,0,0,36,13,0,10,32,27,0,2,0,75,20,16,55.6,Matches
110,111,Francis Coquelin,fr FRA,MF,Villarreal,32.0,1991.0,10.1,4,0,0,18,8,1,2,16,12,0,0,0,60,11,10,52.4,Matches
111,112,Theo Corbeanu,ca CAN,MFFW,Granada,21.0,2002.0,2.0,2,0,0,2,1,0,12,3,2,0,0,0,13,4,1,80.0,Matches
112,113,Jesús Corona,mx MEX,MFDF,Sevilla,30.0,1993.0,0.2,0,0,0,1,0,0,2,1,0,0,0,0,2,0,0,,Matches
113,114,Ángel Correa,ar ARG,FWMF,Atlético Madrid,28.0,1995.0,17.0,3,0,0,24,32,17,40,2,15,0,0,0,63,5,13,27.8,Matches
114,115,Thierry Correia,pt POR,DF,Valencia,24.0,1999.0,23.9,4,1,0,41,41,2,48,33,35,1,1,0,153,16,32,33.3,Matches
115,116,Jaume Costa,es ESP,DF,Mallorca,35.0,1988.0,18.7,7,0,0,25,22,2,63,16,22,0,0,0,78,13,16,44.8,Matches
116,117,Samu Costa,pt POR,MF,Mallorca,22.0,2000.0,25.6,8,0,0,62,49,6,24,39,50,0,1,0,164,61,31,66.3,Matches
117,118,Thibaut Courtois,be BEL,GK,Real Madrid,31.0,1992.0,3.7,0,0,0,0,1,0,0,0,0,0,0,0,6,1,0,100.0,Matches
118,119,Yan Couto,br BRA,DFFW,Girona,21.0,2002.0,24.9,8,0,0,35,42,7,111,10,34,2,1,0,153,4,13,23.5,Matches
119,120,Crespo,pt POR,MF,Rayo Vallecano,26.0,1996.0,5.9,4,0,0,19,22,0,3,10,9,0,0,0,31,9,5,64.3,Matches
120,121,Cristian,es ESP,GK,Valencia,25.0,1998.0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100.0,Matches
121,122,Juan Cruz Armada,es ESP,DF,Osasuna,31.0,1992.0,18.5,3,0,0,20,4,1,21,12,15,0,0,0,89,21,17,55.3,Matches
122,123,Juan Cruz,es ESP,FW,Betis,23.0,2000.0,0.8,0,0,0,2,2,0,0,0,0,0,0,0,4,1,0,100.0,Matches
123,124,Pau Cubarsí,es ESP,DF,Barcelona,16.0,2007.0,17.3,4,0,0,15,2,0,1,12,14,0,1,0,59,28,26,51.9,Matches
124,125,Iván Cuéllar,es ESP,GK,Mallorca,39.0,1984.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Matches
125,126,Jorge Cuenca,es ESP,DF,Villarreal,23.0,1999.0,21.8,7,0,0,25,12,0,13,21,29,0,0,0,82,60,38,61.2,Matches
126,127,Eric Curbelo,es ESP,DFMF,Las Palmas,29.0,1994.0,1.1,0,0,0,0,0,0,0,2,3,0,0,0,11,0,1,0.0,Matches
127,128,Alberto Dadie,es ESP,MF,Real Sociedad,21.0,2002.0,0.3,0,0,0,4,0,0,1,0,1,0,0,0,2,0,0,,Matches
128,129,Sergi Darder,es ESP,MF,Mallorca,29.0,1993.0,24.0,4,0,0,19,35,1,149,16,26,0,0,0,124,8,14,36.4,Matches
129,130,Rodrigo De Paul,ar ARG,MF,Atlético Madrid,29.0,1994.0,23.1,7,0,0,27,59,1,46,11,21,0,0,0,145,5,4,55.6,Matches
130,131,Mouctar Diakhaby,gn GUI,DFMF,Valencia,26.0,1996.0,11.9,6,0,0,9,2,0,0,11,11,0,0,0,67,25,13,65.8,Matches
131,132,Moussa Diakité,ml MLI,MF,Cádiz,19.0,2003.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Matches
132,133,Assane Diao,es ESP,FW,Betis,17.0,2005.0,11.6,4,0,0,12,22,1,9,7,12,0,0,0,47,14,22,38.9,Matches
133,134,Brahim Díaz,ma MAR,FWMF,Real Madrid,23.0,1999.0,17.2,0,0,0,22,41,5,31,5,19,0,0,0,74,3,9,25.0,Matches
134,135,Víctor Díaz,es ESP,DFMF,Granada,35.0,1988.0,1.8,1,0,0,0,0,0,0,1,3,0,0,0,6,3,1,75.0,Matches
135,136,Famara Diedhiou,sn SEN,FWMF,Granada,30.0,1992.0,1.0,1,0,0,6,3,0,2,0,1,1,0,0,5,12,6,66.7,Matches
136,137,Stole Dimitrievski,mk MKD,GK,Rayo Vallecano,29.0,1993.0,37.0,2,0,0,0,3,0,0,0,1,0,0,0,37,6,1,85.7,Matches
137,138,Djené,tg TOG,DFMF,Getafe,31.0,1991.0,27.6,14,1,1,51,37,1,30,23,19,0,1,0,175,37,29,56.1,Matches
138,139,Marko Dmitrović,rs SRB,GK,Sevilla,31.0,1992.0,13.0,1,0,0,0,1,0,0,1,1,0,0,1,13,2,0,100.0,Matches
139,140,Jaume Doménech,es ESP,GK,Valencia,32.0,1990.0,0.9,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0.0,Matches
140,141,Carlos Dominguez,es ESP,DF,Celta Vigo,22.0,2001.0,17.6,2,0,0,15,8,0,3,22,21,0,0,2,71,36,30,54.5,Matches
141,142,Mario Dominguez,es ESP,FW,Valencia,19.0,2004.0,0.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0,Matches
142,143,Carlos Dotor,es ESP,MF,Celta Vigo,22.0,2001.0,7.9,2,0,0,14,10,0,9,4,7,0,0,0,49,5,8,38.5,Matches
143,144,Anastasios Douvikas,gr GRE,FW,Celta Vigo,23.0,1999.0,10.1,2,0,0,18,30,6,2,2,7,0,0,0,22,35,28,55.6,Matches
144,145,Artem Dovbyk,ua UKR,FW,Girona,26.0,1997.0,28.7,2,0,0,27,13,33,1,0,3,0,0,0,24,39,40,49.4,Matches
145,146,Domingos Duarte,pt POR,DF,Getafe,28.0,1995.0,10.1,5,2,1,8,8,0,1,8,4,0,0,0,45,14,10,58.3,Matches
146,147,Rubén Duarte,es ESP,DF,Alavés,27.0,1995.0,20.9,7,0,0,31,30,0,70,23,20,0,0,0,93,27,26,50.9,Matches
147,148,Hugo Duro,es ESP,FW,Valencia,23.0,1999.0,33.1,4,0,0,41,95,17,7,5,8,3,0,0,81,58,125,31.7,Matches
148,149,Aritz Elustondo,es ESP,DF,Real Sociedad,29.0,1994.0,9.0,2,0,0,9,10,0,1,7,7,0,0,0,38,29,13,69.0,Matches
149,150,Adri Embarba,es ESP,FWMF,Almería,31.0,1992.0,27.5,5,0,0,37,40,16,171,15,37,0,0,0,141,25,43,36.8,Matches
150,151,Youssef En-Nesyri,ma MAR,FW,Sevilla,26.0,1997.0,28.6,4,0,0,21,22,22,4,7,7,0,0,0,43,68,91,42.8,Matches
151,152,Gonzalo Escalante,ar ARG,MF,Cádiz,30.0,1993.0,18.9,2,1,0,31,14,2,5,26,24,0,0,0,91,31,30,50.8,Matches
152,153,Aarón Escandell,es ESP,GK,Las Palmas,27.0,1995.0,1.7,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,,Matches
153,154,Alfonso Espino,uy URU,DF,Rayo Vallecano,31.0,1992.0,27.9,9,0,0,45,41,0,50,40,45,0,1,1,171,13,26,33.3,Matches
154,155,Bernardo Espinosa,co COL,DF,Girona,34.0,1989.0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,50.0,Matches
155,156,Karl Etta,cm CMR,FW,Cádiz,19.0,2004.0,0.2,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0.0,Matches
156,157,Abdessamad Ezzalzouli,ma MAR,FWMF,Barcelona,21.0,2001.0,0.8,0,0,0,1,3,0,7,0,1,0,0,0,2,1,2,33.3,Matches
157,158,Abdessamad Ezzalzouli,ma MAR,FW,Betis,21.0,2001.0,9.6,1,0,0,9,16,4,33,5,14,0,0,0,44,23,23,50.0,Matches
158,159,Radamel Falcao,co COL,FWDF,Rayo Vallecano,37.0,1986.0,4.5,4,0,0,15,10,6,1,3,5,0,0,0,20,14,24,36.8,Matches
159,160,Fali,es ESP,DF,Cádiz,29.0,1993.0,28.3,12,0,0,23,19,0,10,27,26,0,0,0,127,39,39,50.0,Matches
160,161,Ansu Fati,es ESP,MFFW,Barcelona,20.0,2002.0,0.6,0,0,0,0,4,1,0,0,0,0,0,0,2,1,1,50.0,Matches
161,162,Nabil Fekir,fr FRA,MFFW,Betis,30.0,1993.0,11.7,1,0,0,22,35,8,56,7,10,0,0,0,42,10,11,47.6,Matches
162,163,Luiz Felipe,it ITA,DF,Betis,26.0,1997.0,4.0,1,0,0,2,1,0,0,4,3,0,0,0,23,2,6,25.0,Matches
163,164,João Félix,pt POR,FW,Barcelona,23.0,1999.0,17.1,3,0,0,21,54,9,17,10,16,0,0,0,68,8,8,50.0,Matches
164,165,Kiko Femenía,es ESP,DF,Villarreal,32.0,1991.0,17.6,8,1,1,25,3,0,28,31,25,0,1,0,106,10,11,47.6,Matches
165,166,Aitor Fernández,es ESP,GK,Osasuna,32.0,1991.0,6.1,2,0,0,0,0,0,0,0,0,0,0,0,11,0,1,0.0,Matches
166,167,Álex Fernández,es ESP,MF,Cádiz,30.0,1992.0,14.3,3,0,0,5,16,0,35,15,9,0,0,0,82,13,16,44.8,Matches
167,168,Carlos Fernández,es ESP,FW,Real Sociedad,27.0,1996.0,4.5,3,0,0,15,3,2,1,0,7,0,1,0,18,16,17,48.5,Matches
168,169,Raúl Fernández,es ESP,GK,Granada,35.0,1988.0,3.1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,,Matches
169,170,Valery Fernández,es ESP,MFFW,Girona,23.0,1999.0,5.6,1,0,0,6,13,3,13,1,9,0,0,0,30,2,3,40.0,Matches
170,171,Fernando,es ESP,GK,Almería,33.0,1990.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,100.0,Matches
171,172,Fernando,br BRA,MF,Sevilla,36.0,1987.0,5.1,0,0,0,6,3,0,4,7,8,0,0,0,35,10,8,55.6,Matches
172,173,André Ferreira,pt POR,GK,Granada,27.0,1996.0,14.9,1,0,0,2,2,0,0,0,0,0,2,0,18,7,1,87.5,Matches
173,174,Rachad Fettal,ma MAR,FW,Almería,18.0,2005.0,0.2,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,100.0,Matches
