,_Rk,_Player,_Nation,_Pos,_Squad,_Age,_Born,PlayingTime_MP,PlayingTime_Starts,PlayingTime_Min,PlayingTime_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per90Minutes_Gls,Per90Minutes_Ast,Per90Minutes_G+A,Per90Minutes_G-PK,Per90Minutes_G+A-PK,Per90Minutes_xG,Per90Minutes_xAG,Per90Minutes_xG+xAG,Per90Minutes_npxG,Per90Minutes_npxG+xAG,Matches
10,11,Ángel Alarcón,es ESP,FW,Barcelona,18,2004,4,0,25,0.3,0,0,0,0,0,0,0,0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,Matches
11,12,Tomás Alarcón,cl CHI,MF,Cádiz,23,1999,4,2,223,2.5,0,0,0,0,0,0,2,1,0.0,0.0,0.1,0.1,2.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.04,0.01,0.04,Matches
12,13,Jordi Alba,es ESP,DF,Barcelona,33,1989,24,14,1419,15.8,2,3,5,2,0,0,6,1,0.8,0.8,6.2,7.0,42.0,141.0,157.0,0.13,0.19,0.32,0.13,0.32,0.05,0.4,0.44,0.05,0.44,Matches
13,14,Raúl Albiol,es ESP,DF,Villarreal,36,1985,25,24,2119,23.5,0,0,0,0,0,0,6,0,0.1,0.1,0.0,0.1,12.0,100.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,Matches
14,15,Rubén Alcaraz,es ESP,MF,Cádiz,31,1991,31,22,2043,22.7,3,0,3,1,2,3,11,1,4.0,1.6,1.3,2.9,30.0,105.0,20.0,0.13,0.0,0.13,0.04,0.04,0.18,0.06,0.23,0.07,0.13,Matches
15,16,Omar Alderete,py PAR,DF,Getafe,25,1996,25,23,2047,22.7,1,1,2,1,0,0,9,0,0.6,0.6,0.8,1.4,28.0,96.0,8.0,0.04,0.04,0.09,0.04,0.09,0.03,0.03,0.06,0.03,0.06,Matches
16,17,Iván Alejo,es ESP,MFFW,Cádiz,27,1995,31,13,1311,14.6,0,1,1,0,0,0,13,1,1.2,1.2,2.4,3.6,52.0,16.0,103.0,0.0,0.07,0.07,0.0,0.07,0.08,0.17,0.25,0.08,0.25,Matches
17,18,Carles Aleñá,es ESP,MFFW,Getafe,24,1998,35,26,2119,23.5,2,2,4,2,0,0,12,1,2.3,2.3,1.6,3.9,24.0,87.0,78.0,0.08,0.08,0.17,0.08,0.17,0.1,0.07,0.17,0.1,0.17,Matches
18,19,Alejandro Alfaro,es ESP,MF,Elche,20,2002,1,0,15,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
19,20,Ángel Algobia,es ESP,MF,Getafe,23,1999,26,11,1138,12.6,0,0,0,0,0,0,3,0,0.3,0.3,0.6,0.9,10.0,42.0,11.0,0.0,0.0,0.0,0.0,0.0,0.02,0.05,0.07,0.02,0.07,Matches
20,21,Mohamed Ali Cho,fr FRA,FWMF,Real Sociedad,18,2004,19,5,587,6.5,1,2,3,1,0,0,1,0,1.8,1.8,1.7,3.4,30.0,8.0,63.0,0.15,0.31,0.46,0.15,0.46,0.27,0.25,0.52,0.27,0.52,Matches
21,22,Domingos André Ribeiro Almeida,pt POR,MF,Valencia,22,2000,34,29,2539,28.2,2,4,6,2,0,0,3,0,1.4,1.4,3.4,4.9,74.0,197.0,71.0,0.07,0.14,0.21,0.07,0.21,0.05,0.12,0.17,0.05,0.17,Matches
22,23,Marcos Alonso,es ESP,DF,Barcelona,31,1990,24,11,1172,13.0,1,0,1,1,0,0,3,0,0.9,0.9,0.3,1.2,26.0,71.0,12.0,0.08,0.0,0.08,0.08,0.08,0.07,0.03,0.09,0.07,0.09,Matches
23,24,Carlos Álvarez,es ESP,MF,Sevilla,18,2003,1,0,10,0.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
24,25,Gastón Álvarez,uy URU,DF,Getafe,22,2000,22,16,1501,16.7,2,0,2,2,0,0,7,1,0.5,0.5,0.2,0.8,11.0,38.0,27.0,0.12,0.0,0.12,0.12,0.12,0.03,0.01,0.05,0.03,0.05,Matches
25,26,Yeray Álvarez,es ESP,DF,Athletic Club,27,1995,28,27,2332,25.9,1,1,2,1,0,0,7,1,0.8,0.8,1.1,1.9,32.0,152.0,8.0,0.04,0.04,0.08,0.04,0.08,0.03,0.04,0.07,0.03,0.07,Matches
26,27,Selim Amallah,ma MAR,MFFW,Valladolid,25,1996,7,3,267,3.0,2,1,3,2,0,0,2,1,0.9,0.9,0.3,1.1,11.0,10.0,9.0,0.67,0.34,1.01,0.67,1.01,0.29,0.09,0.38,0.29,0.38,Matches
27,28,Amath,sn SEN,MFFW,Mallorca,26,1996,28,12,1227,13.6,2,0,2,2,0,0,2,1,2.7,2.7,0.8,3.5,33.0,16.0,69.0,0.15,0.0,0.15,0.15,0.15,0.2,0.06,0.25,0.2,0.25,Matches
28,29,Jordan Amavi,fr FRA,DF,Getafe,28,1994,5,1,200,2.2,0,0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,4.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
29,30,Marcos André,br BRA,FWMF,Valencia,25,1996,17,3,447,5.0,1,0,1,1,0,0,2,1,1.5,1.3,0.4,1.8,2.0,7.0,20.0,0.2,0.0,0.2,0.2,0.2,0.29,0.09,0.38,0.27,0.36,Matches
30,31,Fabrizio Angileri,ar ARG,DF,Getafe,28,1994,15,7,585,6.5,0,0,0,0,0,0,2,1,0.1,0.1,0.0,0.1,4.0,16.0,14.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,Matches
31,32,Josep Antoni Gayá,es ESP,DFMF,Mallorca,22,2000,2,1,98,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
32,33,José Antonio,es ESP,MFDF,Cádiz,18,2004,2,0,46,0.5,0,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,0.0,1.96,1.96,0.0,1.96,0.0,0.03,0.03,0.0,0.03,Matches
33,34,Anuar,ma MAR,MFFW,Valladolid,27,1995,3,3,210,2.3,1,0,1,1,0,0,1,0,0.4,0.4,0.5,0.8,6.0,3.0,4.0,0.43,0.0,0.43,0.43,0.43,0.15,0.2,0.35,0.15,0.35,Matches
34,35,Mauro Arambarri,uy URU,MF,Getafe,26,1995,13,13,992,11.0,0,1,1,0,0,0,5,1,0.2,0.2,1.5,1.8,8.0,33.0,7.0,0.0,0.09,0.09,0.0,0.09,0.02,0.14,0.16,0.02,0.16,Matches
35,36,Ronald Araújo,uy URU,DF,Barcelona,23,1999,22,21,1800,20.0,0,2,2,0,0,0,5,1,2.1,2.1,0.8,2.9,29.0,79.0,11.0,0.0,0.1,0.1,0.0,0.1,0.1,0.04,0.15,0.1,0.15,Matches
36,37,Adu Ares,es ESP,FWMF,Athletic Club,20,2001,8,0,84,0.9,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,8.0,4.0,19.0,0.0,0.0,0.0,0.0,0.0,0.11,0.19,0.3,0.11,0.3,Matches
37,38,Sergio Arribas,es ESP,MFFW,Real Madrid,20,2001,2,0,19,0.2,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74,0.14,0.88,0.74,0.88,Matches
38,39,Roberto Arroyo,es ESP,MF,Valladolid,18,2003,1,0,15,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
39,40,Ricard Artero,es ESP,MFFW,Girona,19,2003,7,0,133,1.5,0,0,0,0,0,0,0,0,0.5,0.5,0.0,0.5,4.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.35,0.35,0.35,Matches
40,41,Santiago Arzamendia,py PAR,DFMF,Cádiz,24,1998,12,5,483,5.4,0,0,0,0,0,0,0,0,0.2,0.2,0.5,0.7,8.0,17.0,22.0,0.0,0.0,0.0,0.0,0.0,0.04,0.09,0.12,0.04,0.12,Matches
41,42,Sergio Asenjo,es ESP,GK,Valladolid,33,1989,10,10,900,10.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
42,43,Marco Asensio,es ESP,FWMF,Real Madrid,26,1996,31,15,1442,16.0,9,6,15,9,0,1,1,0,6.3,5.5,4.9,10.4,56.0,70.0,108.0,0.56,0.37,0.94,0.56,0.94,0.39,0.3,0.7,0.35,0.65,Matches
43,44,Iago Aspas,es ESP,FW,Celta Vigo,34,1987,37,31,2868,31.9,12,3,15,10,2,3,6,0,11.0,8.7,5.6,14.3,80.0,162.0,239.0,0.38,0.09,0.47,0.31,0.41,0.35,0.18,0.52,0.27,0.45,Matches
44,45,Pierre-Emerick Aubameyang,ga GAB,FW,Barcelona,33,1989,1,0,9,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.18,0.0,1.18,1.18,1.18,Matches
45,46,Ludwig Augustinsson,se SWE,DF,Mallorca,28,1994,4,1,132,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,Matches
46,47,Ezequiel Ávila,ar ARG,FWMF,Osasuna,28,1994,29,23,1709,19.0,8,2,10,6,2,3,7,1,7.0,4.7,1.8,6.5,23.0,39.0,96.0,0.42,0.11,0.53,0.32,0.42,0.37,0.1,0.47,0.25,0.34,Matches
47,48,Iddrisu Baba,gh GHA,MFDF,Mallorca,26,1996,29,20,1705,18.9,0,0,0,0,0,0,5,0,0.6,0.6,0.2,0.8,3.0,47.0,8.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04,Matches
48,49,Srđan Babić,rs SRB,DF,Almería,26,1996,34,33,2998,33.3,3,0,3,3,0,0,5,0,1.2,1.2,0.3,1.5,21.0,63.0,5.0,0.09,0.0,0.09,0.09,0.09,0.04,0.01,0.04,0.04,0.04,Matches
49,50,Loïc Bade,fr FRA,DF,Sevilla,22,2000,19,16,1449,16.1,1,0,1,1,0,0,4,0,0.3,0.3,0.1,0.4,7.0,42.0,2.0,0.06,0.0,0.06,0.06,0.06,0.02,0.01,0.02,0.02,0.02,Matches
50,51,Édgar Badía,es ESP,GK,Elche,30,1992,36,36,3240,36.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
51,52,Alex Baena,es ESP,MFFW,Villarreal,21,2001,35,19,1947,21.6,6,2,8,6,0,0,13,1,3.9,3.9,5.2,9.1,50.0,124.0,110.0,0.28,0.09,0.37,0.28,0.37,0.18,0.24,0.42,0.18,0.42,Matches
52,53,Alejandro Balde,es ESP,DF,Barcelona,18,2003,33,30,2471,27.5,1,6,7,1,0,0,4,0,1.9,1.9,4.9,6.8,96.0,79.0,234.0,0.04,0.22,0.25,0.04,0.25,0.07,0.18,0.25,0.07,0.25,Matches
53,54,Mikel Balenziaga,es ESP,DF,Athletic Club,34,1988,3,1,115,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,Matches
54,55,Iván Balliu,al ALB,DF,Rayo Vallecano,30,1992,37,37,3232,35.9,0,0,0,0,0,0,6,0,0.3,0.3,2.8,3.1,75.0,131.0,147.0,0.0,0.0,0.0,0.0,0.0,0.01,0.08,0.09,0.01,0.09,Matches
55,56,Léo Baptistão,br BRA,FWMF,Almería,29,1992,28,24,1726,19.2,5,1,6,5,0,0,7,0,4.9,4.9,1.2,6.2,38.0,51.0,83.0,0.26,0.05,0.31,0.26,0.31,0.26,0.06,0.32,0.26,0.32,Matches
56,57,Keidi Bare,al ALB,MF,Espanyol,24,1997,18,4,503,5.6,0,1,1,0,0,0,0,0,0.6,0.6,0.2,0.8,6.0,28.0,11.0,0.0,0.18,0.18,0.0,0.18,0.1,0.04,0.14,0.1,0.14,Matches
57,58,Kike Barja,es ESP,FWMF,Osasuna,25,1997,27,15,1312,14.6,1,6,7,1,0,0,1,0,1.2,1.2,3.9,5.1,61.0,35.0,185.0,0.07,0.41,0.48,0.07,0.48,0.08,0.26,0.35,0.08,0.35,Matches
58,59,Ander Barrenetxea,es ESP,FWDF,Real Sociedad,20,2001,23,9,878,9.8,3,1,4,3,0,0,4,0,3.0,3.0,1.2,4.2,36.0,27.0,72.0,0.31,0.1,0.41,0.31,0.41,0.31,0.12,0.43,0.31,0.43,Matches
59,60,Pablo Barrios,es ESP,MF,Atlético Madrid,19,2003,21,6,724,8.0,0,1,1,0,0,0,4,0,0.5,0.5,0.7,1.2,16.0,51.0,27.0,0.0,0.12,0.12,0.0,0.12,0.07,0.08,0.15,0.07,0.15,Matches
60,61,Rodrigo Battaglia,ar ARG,MF,Mallorca,31,1991,15,8,686,7.6,0,0,0,0,0,0,5,0,0.2,0.2,0.0,0.2,3.0,19.0,3.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03,Matches
61,62,Bebé,cv CPV,FW,Rayo Vallecano,32,1990,4,0,60,0.7,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,5.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.12,0.13,0.25,0.12,0.25,Matches
62,63,Héctor Bellerín,es ESP,DF,Barcelona,27,1995,3,1,143,1.6,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,2.0,13.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.06,Matches
63,64,Fran Beltrán,es ESP,MF,Celta Vigo,23,1999,36,33,2855,31.7,0,2,2,0,0,0,4,0,0.9,0.9,1.7,2.6,27.0,138.0,33.0,0.0,0.06,0.06,0.0,0.06,0.03,0.05,0.08,0.03,0.08,Matches
64,65,Iker Benito,es ESP,FWMF,Osasuna,19,2002,4,2,176,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.3,0.3,9.0,3.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.14,0.0,0.14,Matches
65,66,Karim Benzema,fr FRA,FW,Real Madrid,34,1987,24,24,2038,22.6,19,3,22,12,7,8,1,0,21.5,14.9,5.8,20.7,72.0,138.0,157.0,0.84,0.13,0.97,0.53,0.66,0.95,0.26,1.2,0.66,0.91,Matches
66,67,Yuri Berchiche,es ESP,DF,Athletic Club,32,1990,29,27,2406,26.7,1,1,2,1,0,0,9,1,1.3,1.3,1.4,2.7,59.0,179.0,95.0,0.04,0.04,0.07,0.04,0.07,0.05,0.05,0.1,0.05,0.1,Matches
67,68,Álex Berenguer,es ESP,FW,Athletic Club,27,1995,37,26,2297,25.5,4,1,5,4,0,0,2,0,4.3,4.3,4.6,9.0,73.0,77.0,249.0,0.16,0.04,0.2,0.16,0.2,0.17,0.18,0.35,0.17,0.35,Matches
68,69,Pedro Bigas,es ESP,DF,Elche,31,1990,28,25,2020,22.4,0,0,0,0,0,0,4,2,1.8,1.8,0.0,1.8,19.0,83.0,3.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.08,0.08,0.08,Matches
69,70,El Bilal Touré,ml MLI,FW,Almería,20,2001,21,15,1264,14.0,7,2,9,7,0,0,0,0,6.3,6.3,1.3,7.6,18.0,14.0,51.0,0.5,0.14,0.64,0.5,0.64,0.45,0.09,0.54,0.45,0.54,Matches
70,71,Antonio Blanco,es ESP,MF,Cádiz,22,2000,3,2,158,1.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches
71,72,Lautaro Blanco,ar ARG,DFMF,Elche,23,1999,17,9,872,9.7,0,2,2,0,0,0,2,0,0.0,0.0,1.5,1.6,41.0,28.0,76.0,0.0,0.21,0.21,0.0,0.21,0.0,0.16,0.16,0.0,0.16,Matches
72,73,Theo Bongonda,cd COD,MFFW,Cádiz,26,1995,31,24,1938,21.5,4,3,7,3,1,1,2,0,5.2,4.4,3.0,7.4,74.0,39.0,105.0,0.19,0.14,0.33,0.14,0.28,0.24,0.14,0.38,0.2,0.34,Matches
73,74,Yassine Bounou,ma MAR,GK,Sevilla,31,1991,25,25,2151,23.9,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
74,75,Lucas Boyé,ar ARG,FW,Elche,26,1996,35,29,2462,27.4,7,2,9,7,0,1,7,1,8.3,7.5,2.9,10.5,58.0,63.0,160.0,0.26,0.07,0.33,0.26,0.33,0.3,0.11,0.41,0.27,0.38,Matches
75,76,Martin Braithwaite,dk DEN,FWMF,Espanyol,31,1991,31,29,2456,27.3,10,2,12,10,0,0,5,1,9.2,9.2,1.4,10.6,32.0,54.0,126.0,0.37,0.07,0.44,0.37,0.44,0.34,0.05,0.39,0.34,0.39,Matches
76,77,Juan Brandáriz,es ESP,DF,Almería,23,1999,21,15,1489,16.5,1,0,1,1,0,0,5,0,0.4,0.4,0.1,0.5,13.0,32.0,10.0,0.06,0.0,0.06,0.06,0.06,0.02,0.0,0.03,0.02,0.03,Matches
77,78,Darko Brašanac,rs SRB,MF,Osasuna,30,1992,25,9,1041,11.6,1,1,2,1,0,0,5,0,1.2,1.2,0.6,1.8,18.0,49.0,36.0,0.09,0.09,0.17,0.09,0.17,0.1,0.05,0.15,0.1,0.15,Matches
78,79,Claudio Bravo,cl CHI,GK,Betis,39,1983,12,12,1080,12.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
79,80,Ante Budimir,hr CRO,FW,Osasuna,31,1991,31,22,1798,20.0,8,0,8,8,0,0,5,0,7.6,7.6,0.7,8.3,23.0,23.0,98.0,0.4,0.0,0.4,0.4,0.4,0.38,0.03,0.41,0.38,0.41,Matches
80,81,Santiago Bueno,uy URU,DF,Girona,23,1998,34,34,3010,33.4,0,1,1,0,0,0,7,1,1.3,1.3,1.0,2.3,30.0,148.0,4.0,0.0,0.03,0.03,0.0,0.03,0.04,0.03,0.07,0.04,0.07,Matches
81,82,Sergio Busquets,es ESP,MF,Barcelona,34,1988,30,28,2339,26.0,0,4,4,0,0,0,8,1,0.4,0.4,2.8,3.3,26.0,254.0,32.0,0.0,0.15,0.15,0.0,0.15,0.02,0.11,0.13,0.02,0.13,Matches
82,83,Leandro Cabrera,uy URU,DF,Espanyol,31,1991,32,31,2669,29.7,0,1,1,0,0,0,10,2,2.3,2.3,1.5,3.7,13.0,95.0,8.0,0.0,0.03,0.03,0.0,0.03,0.08,0.05,0.13,0.08,0.13,Matches
83,84,Cala,es ESP,DF,Cádiz,32,1989,3,1,137,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,Matches
84,85,Fernando Calero,es ESP,DFMF,Espanyol,26,1995,27,20,1611,17.9,0,1,1,0,0,0,6,0,0.7,0.7,0.6,1.3,9.0,64.0,4.0,0.0,0.06,0.06,0.0,0.06,0.04,0.03,0.07,0.04,0.07,Matches
85,86,Alexander Callens,pe PER,DF,Girona,30,1992,6,0,120,1.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,5.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
86,87,Eduardo Camavinga,fr FRA,MFDF,Real Madrid,19,2002,37,21,2010,22.3,0,1,1,0,0,0,6,0,0.8,0.8,1.5,2.3,69.0,165.0,99.0,0.0,0.04,0.04,0.0,0.04,0.04,0.07,0.1,0.04,0.1,Matches
87,88,Sergio Camello,es ESP,FW,Rayo Vallecano,21,2001,38,27,2401,26.7,6,5,11,6,0,0,1,0,7.3,7.3,2.4,9.6,40.0,42.0,122.0,0.22,0.19,0.41,0.22,0.41,0.27,0.09,0.36,0.27,0.36,Matches
88,89,Sergio Canales,es ESP,FWMF,Betis,31,1991,31,28,2402,26.7,4,3,7,3,1,1,4,2,4.3,3.5,5.6,9.1,82.0,143.0,150.0,0.15,0.11,0.26,0.11,0.22,0.16,0.21,0.37,0.13,0.34,Matches
89,90,Ander Capa,es ESP,DF,Athletic Club,30,1992,7,1,109,1.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,5.0,12.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.04,Matches
90,91,Étienne Capoue,fr FRA,MF,Villarreal,34,1988,28,22,1955,21.7,3,0,3,3,0,0,4,0,2.6,2.6,1.2,3.8,45.0,98.0,72.0,0.14,0.0,0.14,0.14,0.14,0.12,0.06,0.18,0.12,0.18,Matches
91,92,Isaac Carcelen,es ESP,DF,Cádiz,29,1993,27,25,2199,24.4,0,1,1,0,0,0,4,3,0.2,0.2,1.3,1.6,33.0,85.0,62.0,0.0,0.04,0.04,0.0,0.04,0.01,0.05,0.06,0.01,0.06,Matches
92,93,Juan Carlos,es ESP,GK,Girona,34,1988,10,10,900,10.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
93,94,José Carlos Lazo,es ESP,MFFW,Almería,26,1996,1,0,20,0.2,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.27,0.27,0.27,Matches
94,95,José Carlos Lazo,es ESP,MFFW,Espanyol,26,1996,10,0,159,1.8,1,1,2,1,0,0,0,0,0.2,0.2,0.2,0.5,2.0,4.0,10.0,0.57,0.57,1.13,0.57,1.13,0.13,0.13,0.26,0.13,0.26,Matches
95,96,Carmona,es ESP,MFDF,Elche,20,2002,9,8,589,6.5,1,0,1,1,0,0,5,1,0.4,0.4,0.1,0.5,8.0,10.0,27.0,0.15,0.0,0.15,0.15,0.15,0.06,0.02,0.08,0.06,0.08,Matches
96,97,Carmona,es ESP,DF,Sevilla,20,2002,10,5,527,5.9,2,1,3,2,0,0,6,1,0.8,0.8,0.4,1.2,9.0,11.0,8.0,0.34,0.17,0.51,0.34,0.51,0.14,0.06,0.2,0.14,0.2,Matches
97,98,Yannick Carrasco,be BEL,DFMF,Atlético Madrid,28,1993,35,26,2317,25.7,7,3,10,6,1,1,2,0,8.0,7.2,4.1,11.2,146.0,84.0,264.0,0.27,0.12,0.39,0.23,0.35,0.31,0.16,0.47,0.28,0.44,Matches
98,99,Dani Carvajal,es ESP,DF,Real Madrid,30,1992,27,20,1784,19.8,0,2,2,0,0,0,8,1,0.8,0.8,2.0,2.8,22.0,58.0,147.0,0.0,0.1,0.1,0.0,0.1,0.04,0.1,0.14,0.04,0.14,Matches
99,100,William Carvalho,pt POR,MF,Betis,30,1992,33,31,2438,27.1,3,1,4,3,0,0,6,1,3.1,3.1,1.6,4.7,46.0,203.0,52.0,0.11,0.04,0.15,0.11,0.15,0.11,0.06,0.17,0.11,0.17,Matches
100,101,Casemiro,br BRA,MF,Real Madrid,30,1992,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
